FRAME;AVG INACCURACY;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;
41;1.049647;283.620000;68.267400;128.942990;268.784000;61.216000;131.833030;251.968000;66.241600;136.759185;246.232000;83.058000;140.847244;253.946000;97.949600;141.195504;268.788000;104.949000;138.219162;285.630000;99.927800;132.672717;291.398000;83.714000;128.849514;
42;1.159658;283.698000;68.466000;128.943251;268.860000;61.417000;131.848586;251.986000;66.379200;136.759169;246.240000;83.254800;140.835296;254.020000;98.149200;141.153202;268.864000;105.144600;138.162598;285.762000;100.181200;132.598862;291.546000;83.903000;128.788551;
43;1.107127;283.984000;67.741200;128.631278;269.102000;60.757600;131.567973;252.126000;65.609200;136.521926;246.250000;82.580800;140.724396;254.206000;97.525000;141.087010;269.104000;104.455400;138.095143;286.094000;99.599600;132.442972;292.006000;83.216000;128.469847;
44;1.287344;283.924000;68.250400;128.796865;269.042000;61.159200;131.710067;251.972000;66.012600;136.640655;246.122000;83.070200;140.786737;254.158000;98.013800;141.092672;269.042000;105.044600;138.089443;286.120000;100.183200;132.441615;292.014000;83.680600;128.540311;
45;1.397704;284.100000;67.191000;128.419697;269.238000;60.347800;131.374470;252.416000;65.173800;136.319479;246.274000;81.987600;140.580539;254.380000;96.904200;140.980256;269.242000;103.684000;138.019005;286.070000;98.860000;132.402723;292.258000;82.569400;128.237945;
46;1.724789;284.454000;67.939600;128.460152;269.662000;61.066000;131.457003;252.924000;65.927000;136.412884;246.774000;82.656600;140.585372;254.880000;97.498400;140.884008;269.668000;104.301400;137.863593;286.404000;99.443600;132.255915;292.614000;83.227600;128.152812;
47;1.676664;285.072000;67.633800;128.113818;270.144000;60.718200;131.189659;253.228000;65.588200;136.245277;247.006000;82.493800;140.502667;255.216000;97.473600;140.796182;270.150000;104.324800;137.706524;287.058000;99.456200;131.972345;293.342000;83.120800;127.783728;
48;1.696881;284.368000;68.521800;128.625961;269.758000;61.599000;131.558848;252.638000;65.948600;136.403215;246.806000;83.065800;140.574794;255.156000;97.718400;140.789526;269.766000;104.580200;137.787581;286.886000;100.235200;132.048983;292.794000;83.755400;128.129526;
49;1.796144;283.406000;67.577200;128.737301;268.696000;60.825400;131.586662;251.434000;64.956800;136.270666;245.450000;82.209400;140.543177;254.004000;96.957200;140.902010;268.706000;103.649400;138.045817;285.962000;99.520800;132.386040;292.026000;82.881000;128.339299;
50;1.689709;285.380000;68.726200;128.262019;270.766000;61.798800;131.313909;253.810000;66.327200;136.291570;247.978000;83.278600;140.434121;256.154000;97.937000;140.588336;270.776000;104.802000;137.473486;287.732000;100.281800;131.681642;293.638000;83.979200;127.757873;
51;1.689709;285.380000;68.726200;128.264822;270.766000;61.798800;131.310575;253.810000;66.327200;136.279709;247.978000;83.278600;140.417508;256.154000;97.937000;140.573367;270.776000;104.802000;137.463990;287.732000;100.281800;131.680680;293.638000;83.979200;127.762422;
52;1.689709;285.380000;68.726200;128.267489;270.766000;61.798800;131.307342;253.810000;66.327200;136.268276;247.978000;83.278600;140.401507;256.154000;97.937000;140.558945;270.776000;104.802000;137.454832;287.732000;100.281800;131.679726;293.638000;83.979200;127.766767;
53;1.655931;285.718000;68.317200;128.024229;271.284000;61.061400;130.924868;254.300000;65.701000;136.015342;248.812000;82.676000;140.213536;256.860000;97.159800;140.401885;271.290000;104.343200;137.312390;288.274000;99.709800;131.443248;293.838000;83.351600;127.583937;
54;1.614518;286.624000;69.634400;127.999087;271.964000;62.332400;131.120096;255.188000;67.461800;136.330880;249.566000;84.232200;140.326012;257.304000;98.945400;140.370712;271.970000;106.176200;137.078182;288.748000;101.054000;131.265731;294.442000;84.933200;127.528514;
55;1.629256;286.958000;69.829200;127.913824;272.598000;62.643400;131.028003;255.892000;67.424800;136.200961;250.366000;84.125600;140.205813;258.242000;98.535000;140.184235;272.606000;105.649800;136.900915;289.310000;100.878400;131.022291;294.910000;84.809000;127.289573;
56;1.457881;289.532000;72.454200;127.443194;275.410000;65.631200;131.024204;259.050000;70.147800;136.311262;253.518000;86.497200;140.072871;261.304000;100.659600;139.642019;275.420000;107.411600;135.999801;291.784000;102.902000;129.934755;297.398000;87.170400;126.353514;
57;1.450230;289.466000;72.293200;127.425405;275.372000;65.252400;130.925712;259.090000;70.030600;136.275314;253.742000;86.304600;140.016149;261.298000;100.443800;139.633223;275.382000;107.410800;135.999548;291.666000;102.637800;129.972729;297.096000;86.990200;126.469812;
58;1.474829;289.928000;72.836000;127.344750;276.020000;66.100600;130.957161;260.078000;70.727200;136.257060;254.616000;86.656400;139.933303;262.134000;100.604400;139.467834;276.030000;107.266400;135.799068;291.978000;102.644200;129.822823;297.520000;87.315000;126.285499;
59;1.531214;289.820000;72.138600;127.237079;275.748000;65.051200;130.763073;259.480000;69.862600;136.186449;254.258000;86.122800;139.944437;261.704000;100.238800;139.566279;275.762000;107.249600;135.895008;292.038000;102.448000;129.802787;297.344000;86.810600;126.318830;
60;1.527776;290.018000;72.806400;127.299229;276.284000;66.046400;130.868497;260.190000;70.365400;136.173774;254.872000;86.447200;139.895409;262.580000;100.219400;139.387880;276.298000;106.905400;135.734904;292.398000;102.592600;129.628965;297.812000;87.129400;126.108217;
61;1.448355;289.754000;72.369600;127.326011;275.780000;65.322000;130.847313;259.564000;70.050200;136.242430;254.356000;86.256200;139.971207;261.834000;100.275600;139.557303;275.794000;107.246800;135.890263;292.016000;102.526600;129.806975;297.314000;86.964800;126.347619;
62;1.458273;289.612000;73.314600;127.630245;275.808000;66.453800;131.182668;259.830000;71.059000;136.460392;254.602000;87.030400;140.053429;262.032000;100.874600;139.551441;275.820000;107.662800;135.887285;291.808000;103.061400;129.914554;297.122000;87.739600;126.553163;
63;1.609717;289.100000;72.092400;127.606639;275.300000;65.297200;131.066197;259.322000;69.836600;136.319032;254.008000;85.808800;140.049892;261.522000;99.651200;139.679073;275.312000;106.373000;136.125613;291.302000;101.841800;130.172948;296.698000;86.500000;126.647643;
64;1.367399;289.282000;73.260000;127.833670;275.360000;66.414200;131.399445;259.352000;71.102000;136.657783;254.040000;87.099400;140.242696;261.456000;101.065800;139.760730;275.370000;107.838200;136.098839;291.384000;103.158800;130.170032;296.776000;87.771600;126.793492;
65;1.356895;289.142000;73.197200;127.918073;275.130000;66.215400;131.461460;259.106000;71.106600;136.755748;253.794000;87.125000;140.335302;261.142000;101.179200;139.876640;275.140000;108.088800;136.206412;291.176000;103.203800;130.302262;296.564000;87.779200;126.936092;
66;1.508620;289.154000;73.972600;128.137040;275.306000;67.240400;131.735838;259.288000;71.725200;136.919889;253.862000;87.734000;140.452985;261.482000;101.620400;139.873939;275.318000;108.277000;136.203408;291.344000;103.803800;130.276609;296.856000;88.380600;126.907492;
67;1.446737;289.066000;73.675600;128.172540;275.060000;66.916200;131.792498;259.030000;71.570000;137.003821;253.582000;87.596800;140.553988;261.078000;101.640800;140.031176;275.072000;108.325600;136.351742;291.118000;103.683200;130.448931;296.644000;88.274200;127.067245;
68;1.472492;288.766000;74.140200;128.478890;274.738000;67.465200;132.114238;258.628000;71.983600;137.249812;253.122000;88.083200;140.755050;260.732000;102.151400;140.189165;274.750000;108.750000;136.518688;290.868000;104.245600;130.636273;296.456000;88.746400;127.289131;
69;1.440105;288.772000;74.028000;128.521739;274.906000;67.576800;132.161239;258.890000;71.805600;137.236269;253.168000;87.811600;140.801959;261.058000;101.715800;140.206902;274.916000;108.097200;136.580511;290.938000;103.878000;130.690120;296.744000;88.479400;127.189892;
70;1.487437;288.816000;74.516400;128.678190;274.672000;68.037400;132.425117;258.556000;72.467800;137.519032;252.812000;88.573800;141.009687;260.552000;102.753400;140.392073;274.686000;109.160200;136.685670;290.810000;104.742000;130.813381;296.636000;89.247400;127.398468;
71;1.514480;288.366000;73.967800;128.815248;274.304000;67.433400;132.445336;257.942000;71.602400;137.508152;252.176000;87.953600;141.109106;260.252000;102.057200;140.526628;274.316000;108.520800;136.904046;290.680000;104.362400;130.949331;296.534000;88.635600;127.450540;
72;1.584601;288.632000;74.419200;128.858761;274.454000;67.987400;132.603827;258.018000;72.087800;137.667418;251.994000;88.511000;141.262018;260.294000;102.726200;140.593769;274.464000;109.087000;136.907465;290.902000;104.995800;130.910830;297.010000;89.149200;127.329608;
73;1.601134;288.190000;74.167800;129.054439;273.998000;67.546200;132.691513;257.710000;71.999200;137.769330;251.966000;88.279200;141.312774;259.818000;102.511800;140.758526;274.010000;109.057000;137.118122;290.308000;104.617600;131.247371;296.136000;88.942800;127.807797;
74;1.646660;288.074000;74.352200;129.192532;273.864000;67.876000;132.869369;257.508000;72.131800;137.890402;251.558000;88.476800;141.449442;259.672000;102.726200;140.850737;273.874000;109.126200;137.218627;290.238000;104.884200;131.331621;296.272000;89.130400;127.810993;
75;1.608988;288.408000;73.905600;128.999685;274.148000;67.216600;132.656669;257.630000;71.576400;137.798378;251.938000;88.082200;141.417083;259.902000;102.387200;140.867496;274.160000;108.998600;137.199482;290.680000;104.651000;131.198478;296.462000;88.767000;127.729816;
76;1.741867;288.312000;74.418800;129.206640;273.988000;67.838600;132.924382;257.472000;72.151600;138.012951;251.610000;88.651000;141.581892;259.684000;103.017000;140.974688;274.000000;109.516400;137.287639;290.520000;105.219200;131.320332;296.472000;89.296600;127.836523;
77;1.751520;288.182000;74.064600;129.224398;274.068000;67.409400;132.827536;257.562000;71.596600;137.918887;251.836000;88.093000;141.546045;259.974000;102.247600;140.970671;274.082000;108.822000;137.346724;290.598000;104.653800;131.342343;296.418000;88.784000;127.850208;
78;1.577492;288.432000;74.684200;129.300675;274.214000;68.023600;132.992432;257.652000;72.267400;138.105278;251.852000;88.817600;141.675448;260.014000;103.075200;141.024455;274.224000;109.659800;137.324925;290.790000;105.428200;131.301056;296.678000;89.475000;127.845038;
79;1.490321;288.536000;74.283200;129.207968;274.196000;67.453800;132.889240;257.580000;71.935200;138.090671;251.954000;88.536600;141.684337;259.874000;102.919600;141.104562;274.204000;109.671800;137.382167;290.822000;105.201400;131.338761;296.538000;89.187200;127.927359;
80;1.523739;288.518000;74.596200;129.319576;274.278000;67.883200;133.014678;257.670000;72.151200;138.164886;251.870000;88.748600;141.763770;260.060000;103.027200;141.115221;274.290000;109.663800;137.401251;290.906000;105.408200;131.337863;296.796000;89.396200;127.855631;
81;1.676525;288.330000;73.869200;129.271670;274.056000;67.016200;132.887997;257.468000;71.479000;138.091125;251.898000;88.056800;141.734453;259.804000;102.373600;141.210005;274.070000;109.144800;137.535980;290.666000;104.701800;131.493760;296.328000;88.745600;128.052608;
82;1.629134;288.666000;74.399800;129.266907;274.356000;67.518000;132.953428;257.766000;72.037000;138.193071;252.198000;88.620200;141.785984;260.074000;102.971800;141.194628;274.368000;109.774200;137.449781;290.968000;105.269800;131.380014;296.624000;89.295000;127.988360;
83;1.514378;288.810000;73.350200;129.049011;274.410000;66.167600;132.649662;257.718000;70.979800;138.045685;252.332000;87.665600;141.757501;260.034000;102.108600;141.293579;274.422000;109.213800;137.554658;291.124000;104.414800;131.414332;296.596000;88.332400;127.981847;
84;1.465925;288.858000;73.898400;129.286404;274.350000;66.664000;132.936828;257.632000;71.612800;138.341254;252.228000;88.325000;141.983011;259.860000;102.879600;141.476728;274.360000;110.038200;137.682990;291.088000;105.099200;131.568576;296.572000;88.992000;128.208085;
85;1.620516;288.984000;72.968800;129.171934;274.630000;65.698200;132.730182;258.010000;70.619600;138.192438;252.688000;87.235400;141.954162;260.300000;101.634200;141.540847;274.644000;108.823600;137.813272;291.278000;103.916000;131.659013;296.680000;87.929800;128.191917;
86;1.568721;289.046000;73.244400;129.355860;274.894000;65.985000;132.868828;258.204000;70.627400;138.301524;253.024000;87.308800;142.063458;260.766000;101.504600;141.602176;274.904000;108.684800;137.899324;291.606000;104.054400;131.671949;296.870000;87.982800;128.257311;
87;1.608850;289.142000;72.294200;129.245079;275.026000;65.051000;132.710294;258.454000;69.748600;138.191645;253.250000;86.317000;142.067259;260.942000;100.474400;141.708253;275.042000;107.636400;138.058080;291.626000;102.951800;131.832768;296.914000;87.005400;128.278475;
88;1.516398;289.414000;73.075200;129.472553;275.344000;65.616000;132.923747;258.516000;70.232000;138.448888;253.592000;87.058800;142.261078;261.304000;101.167800;141.812498;275.358000;108.552200;138.101657;292.202000;103.948400;131.748620;297.216000;87.784400;128.394813;
89;1.545634;289.546000;71.942600;129.301016;275.448000;64.411000;132.691467;258.588000;69.092400;138.303457;253.672000;85.948400;142.266759;261.382000;100.090200;141.931641;275.460000;107.542800;138.267345;292.338000;102.871000;131.855839;297.346000;86.674200;128.354731;
90;1.489096;289.620000;72.845000;129.649640;275.748000;65.362200;133.026699;258.858000;69.744400;138.565028;254.062000;86.626800;142.445815;261.904000;100.540600;141.996586;275.758000;107.948800;138.332242;292.660000;103.571800;131.886879;297.558000;87.320400;128.503241;
91;1.470991;290.006000;71.983600;129.431232;275.928000;64.440600;132.852540;259.120000;69.165000;138.520869;254.188000;85.966800;142.499212;261.884000;100.086600;142.149986;275.940000;107.553800;138.453822;292.762000;102.832400;132.010761;297.790000;86.655600;128.468326;
92;1.446425;290.332000;72.586600;129.588726;276.298000;65.089400;133.069974;259.436000;69.675800;138.731386;254.486000;86.529000;142.671140;262.290000;100.606400;142.232809;276.310000;108.029000;138.485747;293.182000;103.445800;131.988827;298.230000;87.207600;128.480421;
93;1.449456;290.302000;71.821000;129.581128;276.004000;64.144600;133.047208;259.132000;69.159000;138.816771;254.150000;86.024000;142.818434;261.740000;100.364000;142.505997;276.016000;107.964600;138.751822;292.904000;102.955000;132.291475;297.974000;86.715400;128.720967;
94;1.504226;290.256000;72.514600;129.770730;275.908000;64.780400;133.266448;258.856000;69.723400;139.009610;253.910000;86.764800;142.945276;261.590000;101.157600;142.553788;275.918000;108.814600;138.754425;292.980000;103.871400;132.258916;298.020000;87.395200;128.785619;
95;1.342030;290.412000;71.939200;129.560762;275.996000;64.073400;133.028627;259.018000;69.301600;138.874370;254.148000;86.269800;142.849050;261.602000;100.733800;142.542944;276.008000;108.522800;138.736308;292.998000;103.303200;132.249896;297.956000;86.939400;128.759633;
96;1.427158;290.230000;72.545800;129.789884;275.906000;64.830200;133.281661;258.898000;69.775400;139.014245;253.974000;86.778600;142.937142;261.610000;101.145800;142.549436;275.918000;108.785200;138.755493;292.944000;103.846800;132.275497;297.960000;87.454800;128.823864;
97;1.272031;290.386000;71.737200;129.522686;276.026000;64.172400;133.048223;259.200000;69.192000;138.811740;254.124000;86.009800;142.820680;261.692000;100.414800;142.517169;276.038000;107.903200;138.746706;292.882000;102.894000;132.301197;298.044000;86.681200;128.680593;
98;1.361260;290.240000;72.376400;129.744549;275.778000;64.700800;133.285799;258.876000;69.856800;139.038355;253.776000;86.751200;142.964028;261.342000;101.259200;142.606662;275.790000;108.860600;138.793087;292.708000;103.710200;132.383795;297.894000;87.439200;128.855603;
99;1.338565;290.258000;71.844000;129.606543;275.870000;64.144800;133.091398;258.920000;69.195200;138.866882;253.812000;86.144400;142.885073;261.510000;100.573200;142.558448;275.882000;108.199200;138.786842;292.856000;103.150800;132.314565;298.046000;86.807200;128.696227;
100;1.089641;291.642000;72.620400;129.166359;277.114000;65.180600;132.980808;260.358000;70.311600;138.855219;255.150000;87.060400;142.785561;262.612000;101.629600;142.346475;277.124000;109.006400;138.360765;293.896000;103.868000;131.833508;299.176000;87.661600;128.221173;
101;1.089641;291.642000;72.620400;129.166359;277.114000;65.180600;132.980808;260.358000;70.311600;138.855219;255.150000;87.060400;142.785561;262.612000;101.629600;142.346475;277.124000;109.006400;138.360765;293.896000;103.868000;131.833508;299.176000;87.661600;128.221173;
102;1.089641;291.642000;72.620400;129.200677;277.114000;65.180600;133.013689;260.358000;70.311600;138.888309;255.150000;87.060400;142.820484;262.612000;101.629600;142.383330;277.124000;109.006400;138.399108;293.896000;103.868000;131.872061;299.176000;87.661600;128.257843;
103;1.089641;291.642000;72.620400;129.235747;277.114000;65.180600;133.047290;260.358000;70.311600;138.922126;255.150000;87.060400;142.856172;262.612000;101.629600;142.420992;277.124000;109.006400;138.438290;293.896000;103.868000;131.911456;299.176000;87.661600;128.295316;
104;1.089641;291.642000;72.620400;129.290858;277.114000;65.180600;133.098832;260.358000;70.311600;138.972107;255.150000;87.060400;142.907993;262.612000;101.629600;142.476082;277.124000;109.006400;138.496865;293.896000;103.868000;131.972275;299.176000;87.661600;128.354391;
105;1.151558;291.942000;72.104800;129.068936;277.298000;64.384600;132.842208;260.390000;69.760800;138.869190;255.396000;86.660800;142.858620;262.676000;101.351800;142.497680;277.310000;109.001800;138.478954;294.236000;103.622400;131.857315;299.310000;87.302400;128.283145;
106;1.052363;292.302000;73.005800;129.170735;277.602000;65.169600;133.018795;260.684000;70.707400;139.087512;255.738000;87.625800;142.965929;262.920000;102.370800;142.511379;277.614000;110.140000;138.385631;294.558000;104.599400;131.756972;299.568000;88.314800;128.326852;
107;0.969275;292.438000;71.977800;128.889430;277.650000;63.985000;132.684893;260.628000;69.667400;138.881503;255.776000;86.690600;142.886025;262.878000;101.525800;142.545113;277.660000;109.453600;138.435453;294.710000;103.771600;131.720924;299.626000;87.358800;128.209519;
108;0.934729;292.862000;72.971400;128.963747;278.044000;64.916600;132.858309;261.042000;70.719800;139.086945;256.222000;87.717600;142.970286;263.238000;102.584000;142.520671;278.052000;110.575800;138.295541;295.074000;104.769000;131.580663;299.956000;88.384600;128.196248;
