FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
78;113.431;271.859;88.9789;39.8751;50.168;
79;112.622;271.87;88.351;40.3059;50.6386;
80;111.896;271.867;88.8828;39.9608;50.3575;
81;112.023;271.622;88.0827;40.1382;50.5682;
82;111.573;271.828;88.8206;40.25;50.1007;
83;111.839;271.792;87.7905;40.6389;49.9959;
84;112.928;272.22;88.3754;40.962;50.7211;
85;112.795;272.141;87.2916;40.563;50.0837;
86;112.709;272.364;87.7901;39.9737;49.465;
87;112.82;272.567;86.6925;39.8878;49.364;
88;114.222;272.872;87.5151;39.7594;49.0425;
89;114.061;273.032;86.8035;39.8623;48.718;
90;112.041;273.118;87.273;39.2256;48.7286;
91;113.738;273.408;86.4949;39.8314;48.7564;
92;113.438;273.342;86.8948;39.7077;48.7656;
93;113.075;273.451;86.5045;40.4601;49.0064;
94;114.446;273.449;86.893;40.5904;49.1577;
95;115.836;273.41;86.0578;40.7835;49.2293;
96;115.533;273.172;86.6902;40.5147;49.126;
97;115.476;273.061;86.1516;40.6159;48.5159;
98;115.709;273.053;86.4251;40.9318;49.1128;
99;114.436;273.007;85.7652;40.7616;48.915;
100;118.019;274.45;86.4109;41.0341;48.6645;
101;118.019;274.45;86.4109;41.0341;48.6645;
102;118.019;274.45;86.4109;41.0341;48.6645;
103;118.019;274.45;86.4109;41.0341;48.6645;
104;118.019;274.45;86.4109;41.0341;48.6645;
105;121.155;274.611;85.8584;41.3273;48.5649;
106;124.975;274.703;85.6132;41.4686;49.0057;
107;126.976;274.962;85.0439;41.668;49.0336;
108;126.749;274.881;85.6448;41.7229;49.7221;
109;126.305;275.204;85.1791;42.2954;50.0206;
110;129.111;275.253;85.7069;42.2583;50.5332;
111;129.505;275.337;85.2624;42.3456;50.695;
112;129.951;275.628;86.0084;42.063;50.2676;
113;129.968;275.623;85.4938;42.2684;50.7587;
114;129.905;276.022;86.1083;42.5005;50.8845;
115;131.041;276.149;85.8002;42.2462;50.793;
116;130.907;276.412;86.4371;42.0951;50.8609;
117;131.701;276.416;85.8336;42.3119;50.6666;
118;132.259;276.5;86.6025;41.7722;50.3235;
119;132.259;276.5;86.6025;41.7722;50.3235;
120;132.259;276.5;86.6025;41.7722;50.3235;
121;132.704;276.649;85.9618;41.7453;50.4189;
122;132.469;276.422;86.8071;41.5694;49.9846;
123;131.862;276.444;85.9579;41.4212;49.7998;
124;132.254;276.376;86.6016;41.2101;49.5675;
125;131.888;276.302;85.8088;41.1793;49.2606;
126;131.315;276.23;86.4443;41.0029;49.4941;
127;131.846;276.151;85.8983;40.9447;49.4325;
128;131.446;276.15;86.3321;40.747;49.2345;
129;131.17;276.028;85.7469;40.5682;48.7232;
130;131.152;275.729;85.5933;40.2389;47.9597;
131;132.951;277.603;84.9097;39.4687;48.1859;
132;137.286;286.071;84.1508;36.6207;46.9053;
133;141.733;296.844;81.7257;34.3179;47.0427;
134;144.601;305.737;81.7889;32.8209;47.0934;
135;152.656;311.844;82.2758;31.1501;45.8756;
136;153.803;311.565;82.2211;31.7011;45.6776;
137;154.437;311.588;81.4593;31.7146;46.003;
138;154.127;311.268;81.7461;31.5402;45.7283;
139;154.527;310.7;81.1305;31.4239;45.5035;
140;153.216;309.031;80.8275;32.5701;46.0878;
141;153.216;309.031;80.8275;32.5701;46.0878;
142;153.216;309.031;80.8275;32.5701;46.0878;
143;153.446;311.047;80.4165;32.3382;46.3741;
144;156.044;312.389;81.3518;31.2985;45.535;
145;155.754;311.39;80.6619;31.9405;45.4489;
146;154.875;310.897;81.2562;32.3302;45.7824;
147;154.818;310.121;80.6913;32.9882;46.0773;
148;154.831;309.579;81.4661;33.4463;46.3705;
149;154.502;308.659;81.0821;34.0283;46.7663;
150;154.161;308.015;82.0611;34.3552;46.8829;
151;153.18;307.554;81.7968;35.0442;47.1898;
152;153.097;306.633;82.7084;35.7474;47.3804;
153;153.407;305.97;82.4669;36.0999;47.6347;
154;153.707;304.931;83.5676;36.6311;48.1272;
155;154.335;303.978;83.5799;37.4412;48.8608;
156;154.894;303.186;84.3531;37.5276;48.2081;
157;154.723;302.497;83.8775;37.6285;47.7909;
158;154.084;302.332;84.3362;37.5857;47.896;
159;149.894;302.008;87.6133;37.5983;47.911;
160;149.894;302.008;87.6133;37.5983;47.911;
161;149.894;302.008;87.6133;37.5983;47.911;
162;149.894;302.008;87.6133;37.5983;47.911;
163;145.531;299.614;89.7761;36.7757;44.7258;
164;-1;-1;-1;-1;-1;
165;-1;-1;-1;-1;-1;
166;-1;-1;-1;-1;-1;
167;142.632;292.379;95.7933;34.8359;43.511;
168;145.189;292.897;92.8506;40.9169;46.703;
169;151.477;292.535;90.7327;40.3796;47.2035;
170;156.845;291.772;90.6112;40.1014;48.2297;
171;154.026;291.065;91.0658;40.2375;49.0511;
172;151.205;290.668;92.2031;40.5481;48.652;
173;150.093;290.586;91.9749;40.425;48.7983;
174;151.089;290.596;92.934;40.5465;48.9778;
175;148.788;290.383;91.7349;40.819;48.6414;
176;148.641;289.732;92.1268;41.1451;48.8984;
177;149.195;289.233;91.8639;41.4219;48.8369;
178;139.928;285.069;100.983;42.4052;49.9131;
179;139.928;285.069;100.983;42.4052;49.9131;
180;139.928;285.069;100.983;42.4052;49.9131;
181;-1;-1;-1;-1;-1;
182;-1;-1;-1;-1;-1;
183;-1;-1;-1;-1;-1;
184;-1;-1;-1;-1;-1;
185;121.671;260.005;99.0454;44.3176;48.389;
186;133.769;262.219;96.5059;45.1881;48.0985;
187;146.113;261.805;94.601;45.4847;48.3046;
188;142.292;261.042;95.767;45.184;47.7302;
189;139.609;261.16;94.8882;45.3759;47.8537;
190;130.152;261.796;95.1072;44.8838;47.702;
191;129.212;261.603;94.6913;44.4646;47.5541;
192;131.284;261.106;95.5297;44.777;48.001;
193;118.844;260.203;95.7202;43.8381;48.2456;
194;-1;-1;-1;-1;-1;
195;-1;-1;-1;-1;-1;
196;-1;-1;-1;-1;-1;
197;138.453;280.631;100.165;37.2246;43.3089;
198;149.786;282.151;94.8989;43.0435;47.6326;
199;158.304;280.518;93.1484;41.422;47.2968;
200;153.207;279.478;93.8185;41.5739;47.3929;
201;147.776;279.301;93.2585;41.6184;47.285;
202;145.967;279.291;94.3179;42.1042;47.5793;
203;147.607;279.199;93.7408;42.1039;47.7068;
204;150.111;279.363;94.4017;42.083;47.5316;
205;152.074;279.101;93.9457;42.2137;47.7855;
206;152.934;279.177;94.7517;42.2824;47.9031;
207;153.505;278.823;94.5062;42.3641;47.7123;
208;154.733;278.787;95.2391;42.3688;47.3931;
209;154.615;278.362;94.8349;42.2878;47.5705;
210;154.26;278.034;95.2777;42.2825;47.5224;
211;155.979;277.684;94.701;42.2102;47.1628;
212;155.56;277.328;95.5977;42.337;47.1756;
213;155.064;277.156;95.4491;42.3551;47.0568;
214;155.301;277.257;96.3903;42.0579;46.9738;
215;153.752;276.757;95.6672;42.081;46.7396;
216;147.256;275.793;96.9154;41.8993;45.8073;
217;158.26;275.101;95.3198;41.3044;44.9417;
218;135.792;272.696;98.9569;47.1027;51.4649;
219;-1;-1;-1;-1;-1;
220;-1;-1;-1;-1;-1;
221;-1;-1;-1;-1;-1;
222;-1;-1;-1;-1;-1;
223;-1;-1;-1;-1;-1;
224;-1;-1;-1;-1;-1;
225;144.737;269.763;97.8863;46.4139;50.5205;
226;159.081;271.617;97.3825;41.3347;45.0749;
227;162.566;271.657;96.9129;41.4939;46.1539;
228;161.347;271.642;97.8697;41.3084;46.1161;
229;154.827;271.966;98.0737;41.9162;45.7775;
230;152.486;272.236;98.9358;41.4202;45.0599;
231;152.248;272.531;98.5864;41.2864;45.0959;
232;149.524;272.587;99.1138;41.1341;44.8343;
233;146.495;272.229;98.2466;42.1985;45.4898;
234;159.104;271.71;97.2575;40.9131;44.7469;
235;-1;-1;-1;-1;-1;
236;-1;-1;-1;-1;-1;
237;-1;-1;-1;-1;-1;
238;-1;-1;-1;-1;-1;
239;-1;-1;-1;-1;-1;
240;140.249;266.377;106.275;33.4013;37.5985;
241;148.748;269.441;98.1178;45.2814;49.3534;
242;160.555;269.747;97.1327;43.5566;47.938;
243;148.657;269.891;97.8344;43.9243;47.0745;
244;148.657;269.891;97.8344;43.9243;47.0745;
245;153.629;270.094;97.5334;43.8427;47.1114;
246;155.678;269.746;97.1606;43.9335;47.1887;
247;157.281;269.557;96.4238;43.8552;47.4;
248;155.889;269.506;97.2696;44.0718;47.4557;
249;154.345;268.969;96.2793;44.3431;47.4304;
250;152.742;268.634;96.721;44.7881;47.8029;
251;145.768;268.435;96.1755;44.2546;47.5682;
252;142.612;267.192;96.5285;43.3525;46.203;
253;135.676;266.534;95.8386;42.8933;46.4234;
254;-1;-1;-1;-1;-1;
255;-1;-1;-1;-1;-1;
256;-1;-1;-1;-1;-1;
257;-1;-1;-1;-1;-1;
258;136.395;265.478;102.571;33.0817;38.5119;
259;139.282;266.869;90.9615;42.3008;46.2645;
260;139.282;266.869;90.9615;42.3008;46.2645;
261;139.282;266.869;90.9615;42.3008;46.2645;
262;139.282;266.869;90.9615;42.3008;46.2645;
263;134.592;267.438;90.2941;42.0553;46.3992;
264;136.399;267.243;90.0066;41.6181;46.0772;
265;137.53;267.322;89.332;41.7936;46.2591;
266;137.665;266.929;89.6942;41.8437;46.0159;
267;138.392;266.508;88.9796;41.4995;45.4916;
268;138.582;266.088;89.3876;41.5276;45.7579;
269;136.059;265.873;88.7532;41.6328;45.6742;
270;137.105;265.386;88.7026;41.6697;45.7471;
271;137.891;265.519;88.091;41.7048;45.9009;
272;136.588;265.107;88.9202;41.7037;45.801;
273;136.801;264.866;88.3042;41.9543;45.6952;
274;135.149;264.241;88.6477;42.0133;45.8434;
275;136.802;263.842;87.8085;42.2928;45.956;
276;134.377;263.316;88.0097;41.777;45.6171;
277;133.177;262.954;86.9544;41.9261;45.5463;
278;125.104;260.958;86.2202;41.5679;45.7615;
279;125.104;260.958;86.2202;41.5679;45.7615;
280;125.104;260.958;86.2202;41.5679;45.7615;
281;122.036;259.37;84.4284;40.3098;44.3645;
282;114.95;259.251;83.7396;40.5608;45.0717;
283;-1;-1;-1;-1;-1;
284;-1;-1;-1;-1;-1;
285;-1;-1;-1;-1;-1;
286;-1;-1;-1;-1;-1;
287;112.862;255.393;82.8581;41.0568;47.0155;
288;118.92;256.03;81.1444;39.8139;43.7786;
289;116.235;255.158;82.3621;39.325;44.5551;
290;117.631;255.426;82.4499;39.3912;45.2936;
291;119.007;255.499;80.8339;39.4018;44.7874;
292;121.767;255.566;81.0956;39.2552;44.4782;
293;122.434;255.991;79.953;39.5646;44.51;
294;123.738;256.57;79.9871;39.2091;44.251;
295;123.807;256.627;79.0564;39.5503;44.5115;
296;124.539;256.83;79.7202;39.5983;44.4961;
297;124.599;256.769;78.6534;39.6207;44.4704;
298;125.311;256.934;79.1908;39.7845;44.8127;
299;125.937;256.985;78.3662;39.8409;45.0668;
300;126.306;257.285;79.23;40.3016;45.4982;
301;126.602;257.416;78.6387;40.1405;45.3685;
302;126.886;257.738;79.2843;40.192;45.5006;
303;127.029;258.026;78.385;40.2596;45.4755;
304;127.223;258.692;79.0914;40.3162;45.8481;
305;127.014;259.033;78.5651;40.4137;45.8281;
306;127.37;259.724;79.2591;40.2734;45.5857;
307;128.548;260.299;78.4281;40.4717;45.959;
308;129.526;260.864;79.1073;40.4618;46.1414;
309;129.335;261.317;78.5578;40.2359;46.0479;
310;130.222;261.993;79.0858;40.2616;46.075;
311;131.254;262.577;78.5328;39.7015;45.4886;
312;133.222;263.119;79.1963;39.6522;45.3578;
313;133.222;263.119;79.1963;39.6522;45.3578;
314;133.222;263.119;79.1963;39.6522;45.3578;
315;131.309;262.733;78.4748;39.434;45.0593;
316;131.144;262.56;78.6268;39.5622;45.1878;
317;130.163;261.996;78.1981;39.3804;45.1402;
318;130.189;261.986;78.6421;39.8927;45.5126;
319;129.668;261.74;78.083;39.6011;45.287;
320;130.066;261.968;78.399;39.8579;45.705;
321;129.144;261.835;77.3848;39.5562;45.2556;
322;128.485;261.777;77.7991;39.3438;45.426;
323;128.443;261.731;76.9089;39.3151;45.1537;
324;128.611;262.13;76.8428;39.3717;45.5091;
325;128.91;262.081;76.0996;39.2146;45.3963;
326;128.871;262.394;76.6795;39.5626;45.6674;
327;129.891;262.448;76.3873;39.7547;45.4456;
328;130.335;261.631;78.3788;39.8205;45.8891;
329;130.335;261.631;78.3788;39.8205;45.8891;
330;130.335;261.631;78.3788;39.8205;45.8891;
331;130.13;261.281;78.0242;40.1268;46.2626;
332;129.517;260.706;78.936;39.7426;45.8463;
333;128.237;260.156;78.2294;40.2219;46.1911;
334;126.769;259.603;78.6203;39.9742;46.213;
335;123.639;258.723;77.8614;40.1463;46.7276;
336;117.433;257.408;78.7076;39.7415;46.1877;
337;114.179;258.179;77.3787;39.0034;44.2576;
338;114.496;254.761;84.034;37.0195;44.5712;
339;-1;-1;-1;-1;-1;
340;-1;-1;-1;-1;-1;
341;-1;-1;-1;-1;-1;
342;112.577;256.652;83.7867;41.1292;47.1642;
343;118.22;258.095;79.6975;40.2413;44.8116;
344;118.178;256.843;81.5377;40.172;45.2255;
345;118.891;256.926;82.3225;40.6988;46.5042;
346;119.091;257.144;83.2258;40.7662;46.6355;
347;121.082;257.427;82.9434;40.9537;46.7884;
348;123.257;257.564;84.2991;41.203;46.8927;
349;124.461;257.562;84.0837;41.4258;46.9847;
350;124.455;257.653;85.0743;41.5357;46.8942;
351;125.385;257.852;84.86;41.6732;46.8699;
352;125.18;257.958;85.8063;41.8518;47.0766;
353;126.04;257.975;85.0211;42.0165;47.114;
354;125.493;257.152;85.0777;42.054;47.4348;
355;127.103;257.151;83.9295;42.0201;47.679;
356;127.018;257.781;84.3383;42.2828;47.7167;
357;129.183;257.839;83.113;42.1246;47.8735;
358;128.411;258.185;83.1928;42.2992;48.0495;
359;128.861;258.841;82.0983;42.0494;47.6312;
360;128.969;259.215;82.1571;42.1957;47.9646;
361;129.786;259.519;80.7658;42.1668;48.1905;
362;130.417;259.987;80.8807;42.0142;48.0327;
363;129.372;260.23;79.7151;42.0695;48.0307;
364;130.494;260.781;80.3098;42.1691;48.2481;
365;129.589;261.02;79.5272;42.1028;48.2299;
366;131.181;261.583;79.7872;42.0244;48.4484;
367;132.382;262.332;79.3538;41.6897;48.0137;
368;131.723;262.131;80.0789;42.1465;48.4648;
369;131.719;261.66;80.0226;42.0883;48.3933;
370;132.131;261.445;80.7502;42.1219;48.1282;
371;130.891;260.941;80.2813;41.9526;48.0289;
372;131.262;260.847;81.0922;41.9458;47.7344;
373;131.003;260.159;80.2538;42.0157;47.8598;
374;130.618;259.857;81.0681;41.8241;47.5037;
375;129.053;259.382;79.9659;41.9159;47.8447;
376;128.778;258.32;80.5051;41.8387;47.8873;
377;128.778;258.32;80.5051;41.8387;47.8873;
378;128.778;258.32;80.5051;41.8387;47.8873;
379;128.778;258.32;80.5051;41.8387;47.8873;
380;128.778;258.32;80.5051;41.8387;47.8873;
381;128.075;258.27;79.8251;41.5612;47.4322;
382;128.15;258.285;80.5112;41.7743;47.8274;
383;127.483;258.286;79.7497;41.4929;47.3926;
384;125.609;258.066;79.9046;41.7276;47.705;
385;120.877;257.081;79.9293;41.7663;48.184;
386;116.636;257.012;79.4008;41.3898;47.0317;
387;112.386;257.926;78.9081;43.6998;50.1891;
388;-1;-1;-1;-1;-1;
389;-1;-1;-1;-1;-1;
390;-1;-1;-1;-1;-1;
391;111.434;255.811;81.9302;37.0007;43.855;
392;115.216;258.763;76.2;41.274;47.8735;
393;118.024;258.849;73.5925;40.9249;46.491;
394;116.309;258.512;75.9157;41.2864;48.6951;
395;117.562;258.711;74.8856;41.3209;49.2744;
396;120.202;258.956;75.7546;41.3293;49.6;
397;121.377;259.406;74.8577;41.2067;48.4694;
398;124.123;259.927;75.3564;41.3412;48.748;
399;125.183;260.255;74.7873;41.1012;48.0497;
400;126.493;260.677;75.5426;41.2856;48.2105;
401;128.669;261.144;75.3036;41.3778;48.0864;
402;128.876;261.517;76.4927;41.53;48.5871;
403;130.62;262.105;76.5798;41.8534;48.6057;
404;132.37;263.18;77.8695;42.374;49.0458;
405;132.948;263.658;78.0279;42.7925;49.1542;
406;134.379;264.525;79.5373;43.291;49.9067;
407;135.215;265.022;79.6324;43.7108;50.3706;
408;135.731;265.756;81.2088;43.9542;50.8335;
409;135.92;266.091;81.5172;44.1274;50.8525;
410;135.977;266.409;82.8194;43.8062;50.3162;
411;137.175;266.975;82.9903;44.0862;50.4505;
412;137.541;267.295;84.4782;43.7226;50.3094;
413;144.835;272.296;86.6545;43.93;51.1394;
414;146.473;277.386;90.744;43.4017;50.3727;
415;145.951;276.708;90.7627;43.5536;49.7528;
416;147.013;276.281;91.4047;43.5215;49.4208;
417;147.329;275.506;90.5162;43.2147;49.1057;
418;147.576;274.965;90.7971;43.2153;48.8093;
419;146.609;274.509;89.3207;42.9863;48.6767;
420;145.936;274.635;89.4538;43.2765;48.8907;
421;146.2;274.42;88.3292;43.2866;48.9096;
422;145.74;273.947;88.2733;42.9841;48.6588;
423;144.561;273.836;86.6531;43.3639;48.9914;
424;142.003;274.185;86.1697;43.2086;49.213;
425;145.963;281.642;88.0552;42.0602;51.5624;
426;152.389;294.98;93.9592;39.4396;49.7393;
427;161.369;306.112;96.928;39.1257;51.6848;
428;169.669;313.875;102.75;38.2113;50.9983;
429;174.07;320.012;106.929;35.1528;49.5814;
430;175.162;323.904;112.73;34.6974;48.1076;
431;179.73;326.977;117.011;31.797;46.3635;
432;3.08992;328.968;121.842;31.5185;47.4914;
433;3.81688;330.99;124.701;29.6916;47.0565;
434;8.02535;334.236;128.281;29.3022;47.6523;
435;9.03648;336.526;130.288;29.0457;48.2294;
436;8.98818;339.358;133.699;28.9631;47.9593;
437;14.3618;340.867;143.377;25.3432;48.4432;
438;14.3618;340.867;143.377;25.3432;48.4432;
439;14.3618;340.867;143.377;25.3432;48.4432;
440;14.3618;340.867;143.377;25.3432;48.4432;
441;14.8627;340.691;143.915;25.5374;48.9294;
442;15.6243;340.18;146.31;26.385;50.2374;
443;15.3365;340.152;147.467;26.4155;50.3168;
444;16.7939;339.13;149.383;27.5252;52.5082;
445;17.1497;339.248;149.366;27.8604;53.1955;
446;17.9818;339.462;150.062;27.3271;52.1544;
447;18.1719;338.707;148.26;27.5854;52.0696;
448;18.3254;337.498;145.358;24.948;49.0501;
449;16.8822;337.681;142.452;24.7409;47.8962;
450;16.8909;336.768;141.91;25.2752;49.1161;
451;17.1581;340.012;146.954;26.398;51.0456;
452;19.9659;339.635;153.052;26.3978;50.3375;
453;-1;-1;-1;-1;-1;
454;-1;-1;-1;-1;-1;
455;-1;-1;-1;-1;-1;
456;-1;-1;-1;-1;-1;
457;-1;-1;-1;-1;-1;
458;-1;-1;-1;-1;-1;
459;-1;-1;-1;-1;-1;
460;-1;-1;-1;-1;-1;
461;-1;-1;-1;-1;-1;
462;-1;-1;-1;-1;-1;
463;-1;-1;-1;-1;-1;
464;-1;-1;-1;-1;-1;
465;-1;-1;-1;-1;-1;
466;-1;-1;-1;-1;-1;
467;-1;-1;-1;-1;-1;
468;-1;-1;-1;-1;-1;
469;-1;-1;-1;-1;-1;
470;-1;-1;-1;-1;-1;
471;-1;-1;-1;-1;-1;
472;24.4312;332.168;150.233;30.4052;48.8619;
473;-1;-1;-1;-1;-1;
474;-1;-1;-1;-1;-1;
475;-1;-1;-1;-1;-1;
476;-1;-1;-1;-1;-1;
477;-1;-1;-1;-1;-1;
478;-1;-1;-1;-1;-1;
479;-1;-1;-1;-1;-1;
480;-1;-1;-1;-1;-1;
481;-1;-1;-1;-1;-1;
482;-1;-1;-1;-1;-1;
483;-1;-1;-1;-1;-1;
484;-1;-1;-1;-1;-1;
485;-1;-1;-1;-1;-1;
486;-1;-1;-1;-1;-1;
487;-1;-1;-1;-1;-1;
488;97.0764;226.036;79.8566;40.1348;48.129;
489;87.4029;221.388;76.5543;47.1486;56.9042;
490;84.547;217.78;77.5814;44.2647;54.9704;
491;86.2721;221.738;75.9307;46.2691;54.7717;
492;99.0686;235.812;78.0295;48.7706;55.4734;
493;99.0686;235.812;78.0295;48.7706;55.4734;
494;99.0686;235.812;78.0295;48.7706;55.4734;
495;102.443;238.737;77.5302;48.5379;55.4144;
496;105.641;241.867;78.1389;48.1568;54.6819;
497;109.104;244.898;77.6649;47.8108;54.0628;
498;112.843;247.232;78.2968;47.549;53.741;
499;115.636;249.321;77.6711;47.6956;53.6513;
500;117.804;251.326;78.6219;47.9915;53.7439;
501;117.902;252.723;78.5009;47.3881;52.8928;
502;119.89;254.097;79.4649;48.0307;53.6455;
503;122.647;255.582;79.1001;47.5793;53.2693;
504;125.023;257.055;80.0356;47.3789;53.3286;
505;125.426;258.405;79.6806;47.3747;53.4043;
506;127.101;260.167;80.8297;47.2739;53.2153;
507;128.841;261.138;80.3714;46.8821;52.9862;
508;131.417;262.821;81.3883;46.778;53.2512;
509;131.699;264.108;80.9908;46.5714;53.2234;
510;131.991;264.711;81.6583;46.36;52.8885;
511;118.593;258.48;78.1893;44.4977;49.8878;
512;113.126;252.187;74.4157;44.64;51.2002;
513;117.146;253.651;73.1488;44.1288;50.8164;
514;119.974;254.669;74.1566;44.4542;50.5358;
515;120.878;255.51;73.7219;43.9295;49.5085;
516;123.059;256.214;74.9158;43.8004;49.2407;
517;124.011;256.783;74.8249;43.4687;48.8381;
518;124.856;257.252;76.3776;42.9831;48.1484;
519;125.648;258.072;76.5972;42.9451;48.2124;
520;125.61;258.438;77.9873;42.7417;48.1126;
521;127.143;258.912;78.7448;42.7487;48.0013;
522;128.252;259.363;80.5955;42.6592;47.8889;
523;132.765;262.557;81.9064;43.1428;48.5356;
524;133.011;263.234;83.8977;43.2697;48.3181;
525;132.945;263.334;84.3522;43.2703;47.9562;
526;132.966;262.996;85.6903;43.9321;48.3692;
527;131.81;262.588;85.7793;43.7124;48.1782;
528;131.833;261.747;86.7101;43.5611;47.7657;
529;130.038;261.295;86.3572;43.034;47.0813;
530;129.782;260.268;87.0147;42.9659;46.9674;
531;130.577;259.308;86.4948;42.603;46.7739;
532;129.271;258.519;86.9815;42.7069;46.9798;
533;128.881;258.061;85.5744;42.1883;46.5591;
534;128.795;257.754;86.2847;42.051;46.4831;
535;127.675;257.787;85.2969;41.7635;46.2351;
536;127.441;257.522;85.1742;41.407;45.9611;
537;127.075;257.247;83.9593;41.261;45.9355;
538;125.15;256.94;83.9145;41.2281;45.8646;
539;123.64;256.635;83.1808;41.0223;45.8182;
540;120.913;255.56;85.1561;41.3175;46.1861;
541;123.253;255.581;82.4392;41.1739;44.9023;
542;112.468;253.742;88.2903;43.7614;49.6691;
543;-1;-1;-1;-1;-1;
544;-1;-1;-1;-1;-1;
545;-1;-1;-1;-1;-1;
546;115.688;253.621;86.8624;46.0753;51.5377;
547;118.815;255.201;83.5984;41.394;45.6905;
548;120.861;254.053;85.2466;41.6016;46.0652;
549;120.861;254.053;85.2466;41.6016;46.0652;
550;120.861;254.053;85.2466;41.6016;46.0652;
551;120.861;254.053;85.2466;41.6016;46.0652;
552;120.861;254.053;85.2466;41.6016;46.0652;
553;122.158;253.989;84.8167;41.7168;45.9084;
554;122.579;253.914;85.642;42.0085;46.0625;
555;122.904;253.683;85.325;42.4199;46.3908;
556;121.98;253.425;86.023;42.1714;46.1029;
557;122.308;253.179;85.8951;42.4177;46.2332;
558;123.099;252.916;86.8141;42.3598;46.0956;
559;121.271;252.707;86.4148;42.8511;46.2888;
560;120.391;252.274;87.285;43.05;46.5924;
561;123.455;252.686;87.3572;43.2935;46.8674;
562;123.48;252.743;88.1951;43.5767;47.0392;
563;121.041;252.54;87.439;43.6668;47.0727;
564;120.924;252.243;87.6844;43.8793;47.4028;
