FRAME;RADIUS;X;Y;Z;
115;146.235860;231.844922;104.035085;0.0;
116;146.266401;231.826562;104.045535;0.0;
117;146.305099;231.806043;104.051111;0.0;
118;146.328406;231.797886;104.056024;0.0;
119;146.354821;231.784784;104.050817;0.0;
120;146.388282;231.772896;104.054439;0.0;
121;146.408063;231.773979;104.051672;0.0;
122;146.435018;231.786890;104.054143;0.0;
123;146.462247;231.804825;104.054203;0.0;
124;146.488251;231.827816;104.061617;0.0;
125;146.531709;231.837706;104.068137;0.0;
126;146.575624;231.844863;104.077379;0.0;
127;146.609258;231.842444;104.074102;0.0;
128;146.640952;231.863223;104.078110;0.0;
129;146.678111;231.851795;104.078832;0.0;
130;146.725582;231.852894;104.093190;0.0;
131;146.782180;231.854003;104.105138;0.0;
132;146.831080;231.855681;104.119305;0.0;
133;146.894684;231.846651;104.141388;0.0;
134;146.963264;231.840737;104.161273;0.0;
135;147.043334;231.845597;104.194703;0.0;
136;147.115841;231.849805;104.232730;0.0;
137;147.188262;231.839714;104.254122;0.0;
138;147.272515;231.823843;104.298216;0.0;
139;147.363077;231.796740;104.335128;0.0;
140;147.485638;231.750874;104.391400;0.0;
141;147.598139;231.695598;104.436347;0.0;
142;147.742998;231.640004;104.511679;0.0;
143;147.877464;231.569710;104.565705;0.0;
144;147.997486;231.518194;104.627326;0.0;
145;148.131004;231.427922;104.698471;0.0;
146;148.286803;231.345556;104.777236;0.0;
147;148.458388;231.239015;104.850429;0.0;
148;148.632364;231.119950;104.922153;0.0;
149;148.803800;231.002438;104.980253;0.0;
150;148.995557;230.876675;105.070671;0.0;
151;149.176852;230.744505;105.153030;0.0;
152;149.366779;230.606040;105.239311;0.0;
153;149.565971;230.460822;105.329800;0.0;
154;149.775123;230.308342;105.424814;0.0;
155;149.995001;230.148044;105.524700;0.0;
156;150.227142;229.989308;105.655185;0.0;
157;150.454218;229.909073;105.767069;0.0;
158;150.680242;229.857894;105.902925;0.0;
159;150.900013;229.831420;106.039785;0.0;
160;151.108001;229.800668;106.151794;0.0;
161;151.347521;229.790105;106.287966;0.0;
162;151.583089;229.762481;106.460508;0.0;
163;151.802086;229.760982;106.643880;0.0;
164;152.002125;229.771687;106.815283;0.0;
165;152.191485;229.811943;106.955529;0.0;
166;152.383961;229.854911;107.079586;0.0;
167;152.564288;229.877287;107.186374;0.0;
168;152.725197;229.885900;107.272699;0.0;
169;152.862033;229.897434;107.319343;0.0;
170;153.010272;229.909929;107.369874;0.0;
171;153.171401;229.923511;107.424800;0.0;
172;153.359254;229.933566;107.484615;0.0;
173;153.563030;229.956983;107.531465;0.0;
174;153.787850;229.978345;107.623593;0.0;
175;154.055254;230.032482;107.687470;0.0;
176;154.364186;230.043444;107.794303;0.0;
177;154.684848;230.078971;107.892416;0.0;
178;155.087456;230.137097;108.027846;0.0;
179;155.505882;230.178423;108.140068;0.0;
180;156.014299;230.242079;108.308122;0.0;
181;156.620092;230.355731;108.541849;0.0;
182;157.315899;230.530583;108.796074;0.0;
183;158.214975;230.684264;109.080790;0.0;
184;158.810417;230.865800;109.248367;0.0;
185;159.035417;231.149417;109.279018;0.0;
186;159.163606;231.381469;109.491314;0.0;
187;159.309232;231.687250;109.456490;0.0;
188;159.465851;231.832775;109.519638;0.0;
189;159.516648;231.943040;109.355246;0.0;
190;159.745599;231.928012;109.439103;0.0;
191;159.825403;231.919033;109.439937;0.0;
192;159.985012;231.901075;109.441605;0.0;
193;160.463839;231.847200;109.446610;0.0;
194;-2.000000;-2.000000;-2.000000;0.0;
195;-2.000000;-2.000000;-2.000000;0.0;
196;-2.000000;-2.000000;-2.000000;0.0;
197;-2.000000;-2.000000;-2.000000;0.0;
198;-2.000000;-2.000000;-2.000000;0.0;
199;-2.000000;-2.000000;-2.000000;0.0;
200;-2.000000;-2.000000;-2.000000;0.0;
201;-2.000000;-2.000000;-2.000000;0.0;
202;-2.000000;-2.000000;-2.000000;0.0;
203;-2.000000;-2.000000;-2.000000;0.0;
204;-2.000000;-2.000000;-2.000000;0.0;
205;-2.000000;-2.000000;-2.000000;0.0;
206;-2.000000;-2.000000;-2.000000;0.0;
207;-2.000000;-2.000000;-2.000000;0.0;
208;-2.000000;-2.000000;-2.000000;0.0;
209;-2.000000;-2.000000;-2.000000;0.0;
210;-2.000000;-2.000000;-2.000000;0.0;
211;-2.000000;-2.000000;-2.000000;0.0;
212;-2.000000;-2.000000;-2.000000;0.0;
213;-2.000000;-2.000000;-2.000000;0.0;
214;-2.000000;-2.000000;-2.000000;0.0;
215;-2.000000;-2.000000;-2.000000;0.0;
216;-2.000000;-2.000000;-2.000000;0.0;
217;-2.000000;-2.000000;-2.000000;0.0;
218;-2.000000;-2.000000;-2.000000;0.0;
219;-2.000000;-2.000000;-2.000000;0.0;
220;-2.000000;-2.000000;-2.000000;0.0;
221;-2.000000;-2.000000;-2.000000;0.0;
222;-2.000000;-2.000000;-2.000000;0.0;
223;-2.000000;-2.000000;-2.000000;0.0;
224;-2.000000;-2.000000;-2.000000;0.0;
225;-2.000000;-2.000000;-2.000000;0.0;
226;-2.000000;-2.000000;-2.000000;0.0;
227;-2.000000;-2.000000;-2.000000;0.0;
228;-2.000000;-2.000000;-2.000000;0.0;
229;-2.000000;-2.000000;-2.000000;0.0;
230;-2.000000;-2.000000;-2.000000;0.0;
231;-2.000000;-2.000000;-2.000000;0.0;
232;-2.000000;-2.000000;-2.000000;0.0;
233;-2.000000;-2.000000;-2.000000;0.0;
234;-2.000000;-2.000000;-2.000000;0.0;
235;-2.000000;-2.000000;-2.000000;0.0;
236;-2.000000;-2.000000;-2.000000;0.0;
237;-2.000000;-2.000000;-2.000000;0.0;
238;-2.000000;-2.000000;-2.000000;0.0;
239;-2.000000;-2.000000;-2.000000;0.0;
240;-2.000000;-2.000000;-2.000000;0.0;
241;-2.000000;-2.000000;-2.000000;0.0;
242;-2.000000;-2.000000;-2.000000;0.0;
243;-2.000000;-2.000000;-2.000000;0.0;
244;-2.000000;-2.000000;-2.000000;0.0;
245;-2.000000;-2.000000;-2.000000;0.0;
246;-2.000000;-2.000000;-2.000000;0.0;
247;-2.000000;-2.000000;-2.000000;0.0;
248;-2.000000;-2.000000;-2.000000;0.0;
249;-2.000000;-2.000000;-2.000000;0.0;
250;-2.000000;-2.000000;-2.000000;0.0;
251;-2.000000;-2.000000;-2.000000;0.0;
252;-2.000000;-2.000000;-2.000000;0.0;
253;-2.000000;-2.000000;-2.000000;0.0;
254;-2.000000;-2.000000;-2.000000;0.0;
255;-2.000000;-2.000000;-2.000000;0.0;
256;-2.000000;-2.000000;-2.000000;0.0;
257;152.640615;237.187300;105.790458;0.0;
258;152.676411;237.394750;106.208944;0.0;
259;152.570668;237.482500;106.058407;0.0;
260;152.648308;237.579375;106.158496;0.0;
261;152.641231;237.689110;106.064195;0.0;
262;152.669198;237.741067;106.160653;0.0;
263;152.689175;237.778179;106.229552;0.0;
264;152.704157;237.806012;106.281226;0.0;
265;152.654892;237.822339;106.213476;0.0;
266;152.628905;237.810175;106.190785;0.0;
267;152.619495;237.814809;106.146387;0.0;
268;152.605478;237.789100;106.149585;0.0;
269;152.605478;237.789100;106.149585;0.0;
270;152.605478;237.789100;106.149585;0.0;
271;152.605478;237.789100;106.149585;0.0;
272;152.605478;237.789100;106.149585;0.0;
273;152.605478;237.789100;106.149585;0.0;
274;152.605478;237.789100;106.149585;0.0;
275;152.605478;237.789100;106.149585;0.0;
276;152.605478;237.789100;106.149585;0.0;
277;152.605478;237.789100;106.149585;0.0;
278;152.605478;237.789100;106.149585;0.0;
279;152.605478;237.789100;106.149585;0.0;
280;152.605478;237.789100;106.149585;0.0;
281;152.605478;237.789100;106.149585;0.0;
282;152.605478;237.789100;106.149585;0.0;
283;152.605478;237.789100;106.149585;0.0;
284;152.605478;237.789100;106.149585;0.0;
285;152.605478;237.789100;106.149585;0.0;
286;152.605478;237.789100;106.149585;0.0;
287;152.605478;237.789100;106.149585;0.0;
288;152.605478;237.789100;106.149585;0.0;
289;152.605478;237.789100;106.149585;0.0;
290;152.605478;237.789100;106.149585;0.0;
291;152.605478;237.789100;106.149585;0.0;
292;152.605478;237.789100;106.149585;0.0;
293;152.605478;237.789100;106.149585;0.0;
294;152.605478;237.789100;106.149585;0.0;
295;152.605478;237.789100;106.149585;0.0;
296;152.605478;237.789100;106.149585;0.0;
297;152.605478;237.789100;106.149585;0.0;
298;152.605478;237.789100;106.149585;0.0;
299;152.605478;237.789100;106.149585;0.0;
300;152.605478;237.789100;106.149585;0.0;
301;152.605478;237.789100;106.149585;0.0;
302;152.605478;237.789100;106.149585;0.0;
303;152.605478;237.789100;106.149585;0.0;
304;152.605478;237.789100;106.149585;0.0;
305;152.605478;237.789100;106.149585;0.0;
306;152.605478;237.789100;106.149585;0.0;
307;152.605478;237.789100;106.149585;0.0;
308;152.605478;237.789100;106.149585;0.0;
309;152.605478;237.789100;106.149585;0.0;
310;152.605478;237.789100;106.149585;0.0;
311;152.605478;237.789100;106.149585;0.0;
312;152.553226;237.706246;106.285252;0.0;
313;152.511316;237.660200;106.339399;0.0;
314;152.491041;237.623737;106.426638;0.0;
315;152.462043;237.609266;106.455028;0.0;
316;152.452204;237.595918;106.520786;0.0;
317;152.413292;237.609369;106.535710;0.0;
318;152.413292;237.609369;106.535710;0.0;
319;152.413292;237.609369;106.535710;0.0;
320;152.413292;237.609369;106.535710;0.0;
321;152.413292;237.609369;106.535710;0.0;
322;152.413292;237.609369;106.535710;0.0;
323;152.413292;237.609369;106.535710;0.0;
324;152.413292;237.609369;106.535710;0.0;
325;152.413292;237.609369;106.535710;0.0;
326;152.413292;237.609369;106.535710;0.0;
327;152.413292;237.609369;106.535710;0.0;
328;152.413292;237.609369;106.535710;0.0;
329;152.413292;237.609369;106.535710;0.0;
330;152.413292;237.609369;106.535710;0.0;
331;152.413292;237.609369;106.535710;0.0;
332;152.413292;237.609369;106.535710;0.0;
333;152.413292;237.609369;106.535710;0.0;
334;152.413292;237.609369;106.535710;0.0;
335;152.413292;237.609369;106.535710;0.0;
336;152.413292;237.609369;106.535710;0.0;
337;152.413292;237.609369;106.535710;0.0;
338;152.413292;237.609369;106.535710;0.0;
339;152.413292;237.609369;106.535710;0.0;
340;152.413292;237.609369;106.535710;0.0;
341;152.413292;237.609369;106.535710;0.0;
342;152.413292;237.609369;106.535710;0.0;
343;152.413292;237.609369;106.535710;0.0;
344;152.413292;237.609369;106.535710;0.0;
345;152.413292;237.609369;106.535710;0.0;
346;152.413292;237.609369;106.535710;0.0;
347;152.413292;237.609369;106.535710;0.0;
348;152.413292;237.609369;106.535710;0.0;
349;152.413292;237.609369;106.535710;0.0;
350;152.413292;237.609369;106.535710;0.0;
351;152.413292;237.609369;106.535710;0.0;
352;152.413292;237.609369;106.535710;0.0;
353;152.413292;237.609369;106.535710;0.0;
354;152.413292;237.609369;106.535710;0.0;
355;152.413292;237.609369;106.535710;0.0;
356;152.413292;237.609369;106.535710;0.0;
357;152.413292;237.609369;106.535710;0.0;
358;152.399920;237.634197;106.579548;0.0;
359;152.380402;237.636197;106.576555;0.0;
360;152.381817;237.634743;106.631170;0.0;
361;152.457997;237.717067;106.780098;0.0;
362;152.547925;237.774133;107.041143;0.0;
363;152.660106;237.799190;107.230906;0.0;
364;152.819233;237.787917;107.504327;0.0;
365;152.984629;237.753410;107.739135;0.0;
366;153.201101;237.722720;108.087665;0.0;
367;153.404105;237.708870;108.365836;0.0;
368;153.616165;237.689990;108.719250;0.0;
369;153.817174;237.670003;108.959275;0.0;
370;153.908943;237.674206;109.045215;0.0;
371;153.975338;237.695476;109.063206;0.0;
372;154.033581;237.723294;109.099142;0.0;
373;154.065585;237.764211;109.065653;0.0;
374;154.060838;237.864592;109.018796;0.0;
375;154.073085;237.950388;108.913716;0.0;
376;154.115006;238.259825;108.906684;0.0;
377;154.097994;238.734854;108.986757;0.0;
378;153.945742;238.984152;109.228602;0.0;
379;154.069498;239.017122;109.583905;0.0;
380;154.332570;238.968815;110.136945;0.0;
381;154.620355;238.885002;110.749152;0.0;
382;154.879720;238.895266;111.406989;0.0;
383;154.879720;238.895266;111.406989;0.0;
384;154.879720;238.895266;111.406989;0.0;
385;154.879720;238.895266;111.406989;0.0;
386;154.879720;238.895266;111.406989;0.0;
387;154.879720;238.895266;111.406989;0.0;
388;154.879720;238.895266;111.406989;0.0;
389;154.879720;238.895266;111.406989;0.0;
390;154.879720;238.895266;111.406989;0.0;
391;154.879720;238.895266;111.406989;0.0;
392;154.879720;238.895266;111.406989;0.0;
393;154.879720;238.895266;111.406989;0.0;
394;154.879720;238.895266;111.406989;0.0;
395;154.879720;238.895266;111.406989;0.0;
396;154.879720;238.895266;111.406989;0.0;
397;154.879720;238.895266;111.406989;0.0;
398;154.879720;238.895266;111.406989;0.0;
399;154.879720;238.895266;111.406989;0.0;
400;154.879720;238.895266;111.406989;0.0;
401;154.879720;238.895266;111.406989;0.0;
402;154.879720;238.895266;111.406989;0.0;
403;154.879720;238.895266;111.406989;0.0;
404;154.879720;238.895266;111.406989;0.0;
405;154.879720;238.895266;111.406989;0.0;
406;154.879720;238.895266;111.406989;0.0;
407;154.879720;238.895266;111.406989;0.0;
408;154.879720;238.895266;111.406989;0.0;
409;154.879720;238.895266;111.406989;0.0;
410;154.879720;238.895266;111.406989;0.0;
411;154.879720;238.895266;111.406989;0.0;
412;154.879720;238.895266;111.406989;0.0;
413;154.989110;238.976128;111.536386;0.0;
414;155.105365;239.049763;111.709197;0.0;
415;155.221291;239.127224;111.871645;0.0;
416;155.354384;239.199517;112.079595;0.0;
417;155.487410;239.278524;112.275537;0.0;
418;155.657211;239.344000;112.524906;0.0;
419;155.657211;239.344000;112.524906;0.0;
420;155.657211;239.344000;112.524906;0.0;
421;155.657211;239.344000;112.524906;0.0;
422;155.657211;239.344000;112.524906;0.0;
423;155.657211;239.344000;112.524906;0.0;
424;155.657211;239.344000;112.524906;0.0;
425;155.657211;239.344000;112.524906;0.0;
426;155.657211;239.344000;112.524906;0.0;
427;155.657211;239.344000;112.524906;0.0;
428;155.657211;239.344000;112.524906;0.0;
429;155.657211;239.344000;112.524906;0.0;
430;155.657211;239.344000;112.524906;0.0;
431;155.657211;239.344000;112.524906;0.0;
432;155.657211;239.344000;112.524906;0.0;
433;155.657211;239.344000;112.524906;0.0;
434;155.657211;239.344000;112.524906;0.0;
435;155.657211;239.344000;112.524906;0.0;
436;155.657211;239.344000;112.524906;0.0;
437;-1;-1;-1;-1;
438;-1;-1;-1;-1;
439;-1;-1;-1;-1;
440;-1;-1;-1;-1;
441;-1;-1;-1;-1;
442;-1;-1;-1;-1;
443;-1;-1;-1;-1;
444;-1;-1;-1;-1;
445;-1;-1;-1;-1;
446;-1;-1;-1;-1;
447;-1;-1;-1;-1;
448;-1;-1;-1;-1;
449;155.657211;239.344000;112.524906;0.0;
450;155.657211;239.344000;112.524906;0.0;
451;-1;-1;-1;-1;
452;-1;-1;-1;-1;
453;-1;-1;-1;-1;
454;-1;-1;-1;-1;
455;-1;-1;-1;-1;
456;-1;-1;-1;-1;
457;-1;-1;-1;-1;
458;-1;-1;-1;-1;
459;-1;-1;-1;-1;
460;-1;-1;-1;-1;
461;-1;-1;-1;-1;
462;-1;-1;-1;-1;
463;-1;-1;-1;-1;
464;-1;-1;-1;-1;
465;-1;-1;-1;-1;
466;-1;-1;-1;-1;
467;-1;-1;-1;-1;
468;-1;-1;-1;-1;
469;-1;-1;-1;-1;
470;-1;-1;-1;-1;
471;-1;-1;-1;-1;
472;-1;-1;-1;-1;
473;154.299419;238.465022;110.462605;0.0;
474;154.285159;238.463535;110.545928;0.0;
475;154.298834;238.406652;110.651033;0.0;
476;154.297962;238.349395;110.825529;0.0;
477;154.264753;238.044224;110.923934;0.0;
478;154.291803;237.487160;110.932713;0.0;
479;154.494323;237.106589;110.729643;0.0;
480;154.352916;236.956489;110.319558;0.0;
481;153.967242;236.909156;109.517007;0.0;
482;153.458772;236.921862;108.445161;0.0;
483;152.897185;236.771827;107.063599;0.0;
484;152.897185;236.771827;107.063599;0.0;
485;152.897185;236.771827;107.063599;0.0;
486;152.897185;236.771827;107.063599;0.0;
487;152.897185;236.771827;107.063599;0.0;
488;152.897185;236.771827;107.063599;0.0;
489;152.897185;236.771827;107.063599;0.0;
490;152.897185;236.771827;107.063599;0.0;
491;152.897185;236.771827;107.063599;0.0;
492;152.897185;236.771827;107.063599;0.0;
493;152.897185;236.771827;107.063599;0.0;
494;152.897185;236.771827;107.063599;0.0;
495;152.897185;236.771827;107.063599;0.0;
496;152.897185;236.771827;107.063599;0.0;
497;152.897185;236.771827;107.063599;0.0;
498;152.897185;236.771827;107.063599;0.0;
499;152.897185;236.771827;107.063599;0.0;
500;152.897185;236.771827;107.063599;0.0;
501;152.897185;236.771827;107.063599;0.0;
502;152.897185;236.771827;107.063599;0.0;
503;152.897185;236.771827;107.063599;0.0;
504;152.897185;236.771827;107.063599;0.0;
505;152.897185;236.771827;107.063599;0.0;
506;152.897185;236.771827;107.063599;0.0;
507;152.897185;236.771827;107.063599;0.0;
508;152.897185;236.771827;107.063599;0.0;
509;152.897185;236.771827;107.063599;0.0;
510;152.897185;236.771827;107.063599;0.0;
511;152.897185;236.771827;107.063599;0.0;
512;152.897185;236.771827;107.063599;0.0;
513;152.897185;236.771827;107.063599;0.0;
514;152.897185;236.771827;107.063599;0.0;
515;152.897185;236.771827;107.063599;0.0;
516;153.013369;236.611225;107.542981;0.0;
517;153.150001;236.476500;107.931787;0.0;
518;153.262735;236.355686;108.310556;0.0;
519;153.369867;236.227226;108.699457;0.0;
520;153.466286;236.111613;109.049468;0.0;
521;153.553522;236.007010;109.366144;0.0;
522;153.632827;235.911916;109.654032;0.0;
523;153.706526;235.830783;109.910041;0.0;
524;153.787297;235.741133;110.196966;0.0;
525;153.864279;235.675086;110.458843;0.0;
526;153.949606;235.591396;110.734631;0.0;
527;154.024894;235.522067;110.984412;0.0;
528;154.106811;235.447280;111.240711;0.0;
529;154.184255;235.385272;111.471065;0.0;
530;154.249327;235.324672;111.702624;0.0;
531;154.316110;235.259748;111.913095;0.0;
532;154.363889;235.197953;112.117278;0.0;
533;154.408383;235.144450;112.298801;0.0;
534;154.443208;235.093396;112.482654;0.0;
535;154.490332;235.040974;112.642208;0.0;
536;154.522436;235.002547;112.807938;0.0;
537;154.550788;234.964888;112.940324;0.0;
538;154.587745;234.937913;113.085211;0.0;
539;154.617890;234.913201;113.211632;0.0;
540;154.647818;234.892651;113.342447;0.0;
541;154.678483;234.879333;113.460178;0.0;
542;154.703906;234.872383;113.577958;0.0;
543;154.726883;234.872015;113.680345;0.0;
544;154.742842;234.871810;113.777064;0.0;
545;154.762928;234.871381;113.854965;0.0;
546;154.781065;234.871730;113.934277;0.0;
547;154.788201;234.880319;113.991433;0.0;
548;154.801961;234.888484;114.049638;0.0;
549;154.811110;234.900402;114.089748;0.0;
550;154.816449;234.913745;114.132156;0.0;
551;154.829300;234.922752;114.163044;0.0;
552;154.835567;234.929980;114.194790;0.0;
553;154.846512;234.936541;114.214694;0.0;
554;154.852484;234.940926;114.239388;0.0;
555;154.859806;234.943517;114.251445;0.0;
556;154.867364;234.949807;114.277720;0.0;
557;154.873611;234.950438;114.287947;0.0;
558;154.878215;234.955382;114.308616;0.0;
559;154.917229;234.906119;114.402166;0.0;
560;154.960884;234.851644;114.518716;0.0;
561;155.009476;234.791359;114.619216;0.0;
562;155.081958;234.761437;114.772543;0.0;
563;155.160422;234.755099;114.927887;0.0;
564;155.220520;234.740354;115.116271;0.0;
565;155.269841;234.718298;115.269888;0.0;
566;155.303627;234.704919;115.447401;0.0;
567;155.329966;234.685812;115.600571;0.0;
568;155.352770;234.663968;115.769808;0.0;
569;155.379632;234.638355;115.916632;0.0;
570;155.414711;234.606821;116.082573;0.0;
571;155.447456;234.573232;116.219026;0.0;
572;155.480490;234.537062;116.366548;0.0;
573;155.519133;234.499141;116.489782;0.0;
574;155.521060;234.500903;116.485861;0.0;
575;155.527349;234.503313;116.476148;0.0;
576;155.532008;234.501102;116.478016;0.0;
577;155.532676;234.500435;116.468786;0.0;
578;155.533550;234.500320;116.474526;0.0;
579;155.534777;234.500398;116.466969;0.0;
580;155.533875;234.497520;116.472804;0.0;
581;155.539122;234.498045;116.467053;0.0;
582;155.538420;234.499463;116.469759;0.0;
583;155.540917;234.497899;116.463212;0.0;
584;155.540383;234.500191;116.464781;0.0;
585;155.543116;234.503542;116.458946;0.0;
586;155.541208;234.511582;116.458192;0.0;
587;155.539241;234.519825;116.451101;0.0;
588;155.537611;234.526061;116.449328;0.0;
589;155.537430;234.532366;116.441153;0.0;
590;155.539093;234.538936;116.443297;0.0;
591;155.541116;234.543168;116.438505;0.0;
592;155.539317;234.546454;116.443724;0.0;
593;155.539877;234.548581;116.442381;0.0;
594;155.540617;234.548999;116.450966;0.0;
595;155.540617;234.548999;116.450966;0.0;
596;155.540617;234.548999;116.450966;0.0;
597;155.540617;234.548999;116.450966;0.0;
598;155.540617;234.548999;116.450966;0.0;
599;155.540617;234.548999;116.450966;0.0;
600;155.540617;234.548999;116.450966;0.0;
601;155.540617;234.548999;116.450966;0.0;
602;155.540617;234.548999;116.450966;0.0;
603;155.540617;234.548999;116.450966;0.0;
604;155.540617;234.548999;116.450966;0.0;
605;155.540617;234.548999;116.450966;0.0;
606;155.540617;234.548999;116.450966;0.0;
607;155.540617;234.548999;116.450966;0.0;
608;155.540617;234.548999;116.450966;0.0;
609;155.540617;234.548999;116.450966;0.0;
610;155.540617;234.548999;116.450966;0.0;
611;155.540617;234.548999;116.450966;0.0;
612;155.540617;234.548999;116.450966;0.0;
613;155.540617;234.548999;116.450966;0.0;
614;155.540617;234.548999;116.450966;0.0;
615;155.540617;234.548999;116.450966;0.0;
616;155.540617;234.548999;116.450966;0.0;
617;155.550674;234.553445;116.472982;0.0;
618;155.553461;234.556465;116.503116;0.0;
619;155.558385;234.559815;116.526188;0.0;
620;155.561854;234.568413;116.537209;0.0;
621;155.565416;234.577244;116.548527;0.0;
622;155.569076;234.586316;116.560155;0.0;
623;155.572837;234.595641;116.572106;0.0;
624;155.576287;234.603385;116.586611;0.0;
625;155.575305;234.616587;116.583616;0.0;
626;155.573327;234.624220;116.581294;0.0;
627;155.565834;234.640765;116.565881;0.0;
628;155.559617;234.654515;116.552257;0.0;
629;155.548118;234.673098;116.527885;0.0;
630;155.535740;234.688852;116.506453;0.0;
631;155.526354;234.706377;116.476587;0.0;
632;155.513763;234.728510;116.448800;0.0;
633;155.508420;234.751835;116.416572;0.0;
634;155.503112;234.773466;116.388851;0.0;
635;155.501624;234.796214;116.352835;0.0;
636;155.491608;234.822275;116.323781;0.0;
