FRAME;AVG INACCURACY;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;
30;-1;131.106000;39.345000;111.893000;32.187700;93.120200;39.271000;83.613900;58.344200;93.119500;77.149000;111.886000;84.314300;131.095000;77.476300;140.804000;59.308600;
31;5.191059;290.720000;52.063800;254.270000;37.583200;211.324000;45.413400;192.213600;88.245400;218.140000;123.899600;254.292000;138.622200;297.372000;130.975600;317.014000;89.748000;
32;2.420930;298.920000;46.021600;259.392000;29.456400;214.004000;39.827800;195.458400;85.048200;220.592000;124.330800;259.376000;140.432800;304.744000;130.239200;323.692000;86.392200;
33;1.767620;302.896000;43.082400;261.842000;24.970800;216.332000;38.810000;198.457600;83.991400;221.192000;124.894600;261.900000;142.926200;307.176000;129.360000;325.530000;84.986600;
34;1.889100;303.648000;43.917800;263.210000;25.467200;217.040000;38.521200;199.532400;84.195200;222.952000;124.530600;263.194000;143.089800;309.158000;130.370600;327.126000;85.434800;
35;1.781180;304.736000;42.522000;264.204000;23.850800;217.270000;36.615000;199.894200;82.893000;223.788000;123.299200;264.112000;142.070000;310.710000;129.660600;328.676000;84.476400;
36;1.804283;305.196000;42.671400;264.536000;23.590000;217.218000;36.140800;200.020000;83.120800;224.046000;123.633000;264.492000;142.763800;311.642000;130.402000;329.288000;84.750600;
37;1.659578;305.328000;42.503600;265.022000;23.503200;217.692000;35.589600;200.600000;82.653400;224.886000;122.795600;264.976000;141.854600;312.166000;129.932600;329.692000;84.259800;
38;1.699334;305.588000;42.623000;265.036000;23.512000;217.772000;35.848800;200.602000;82.946200;224.720000;123.312400;265.000000;142.470400;312.234000;130.262600;329.780000;84.510800;
39;1.691905;305.794000;42.306400;265.618000;23.647600;218.712000;35.612600;201.452000;82.366400;225.562000;122.353200;265.576000;141.105200;312.394000;129.244000;330.006000;83.843000;
40;1.693775;306.532000;42.124200;265.910000;23.257200;219.212000;36.023600;201.900000;82.529200;225.446000;122.956400;265.836000;141.842400;312.466000;129.149600;330.080000;83.947200;
41;1.637938;306.500000;42.597000;266.464000;24.277400;220.026000;36.261600;202.426000;82.514400;226.456000;122.425600;266.384000;140.754600;312.656000;128.830800;330.524000;83.936600;
42;1.608864;306.660000;42.740400;266.636000;24.128400;220.114000;36.681200;203.030000;82.722400;226.516000;122.715800;266.534000;141.445000;312.710000;129.095800;330.222000;84.183400;
43;1.464819;306.294000;42.702200;266.586000;24.268400;220.110000;36.836800;203.472000;82.507600;226.720000;122.048400;266.516000;140.863600;312.468000;128.836000;329.840000;84.021400;
44;1.468826;306.084000;43.758800;266.840000;25.787200;221.014000;38.322400;204.320000;83.111000;227.390000;122.266200;266.794000;140.698800;311.968000;128.821000;329.500000;84.762200;
45;1.623217;305.010000;43.740000;266.542000;26.620800;221.876000;38.782000;204.784000;82.242800;227.844000;120.663800;266.536000;138.234400;310.424000;126.773600;328.372000;83.841800;
46;1.520074;304.218000;45.051200;266.546000;28.819800;222.876000;40.112000;205.286000;82.708400;228.772000;120.346600;266.576000;136.933200;309.524000;126.245800;327.904000;84.195000;
47;1.710518;304.824000;45.991000;267.452000;30.225200;224.622000;41.242600;206.624000;83.362600;229.910000;120.846000;267.450000;136.788200;309.782000;126.089200;328.232000;84.652200;
48;1.543683;304.842000;46.644200;267.756000;31.067200;224.740000;41.224000;206.620000;83.694400;230.624000;120.749800;267.778000;136.497000;310.434000;126.623000;328.916000;84.829400;
49;1.711477;304.234000;46.825000;267.386000;31.326000;224.050000;40.802000;205.724000;83.617000;230.444000;120.498400;267.410000;136.110800;310.392000;126.882000;329.020000;84.725600;
50;1.589116;305.992000;47.911400;269.136000;32.578600;226.020000;42.148800;207.618000;84.678800;232.176000;121.564600;269.190000;137.056600;311.924000;127.740800;330.654000;85.902400;
51;1.589116;305.992000;47.911400;269.136000;32.578600;226.020000;42.148800;207.618000;84.678800;232.176000;121.564600;269.190000;137.056600;311.924000;127.740800;330.654000;85.902400;
52;1.589116;305.992000;47.911400;269.136000;32.578600;226.020000;42.148800;207.618000;84.678800;232.176000;121.564600;269.190000;137.056600;311.924000;127.740800;330.654000;85.902400;
53;1.433425;305.900000;47.470800;269.272000;32.028800;226.178000;41.540400;208.182000;83.982600;232.542000;120.660000;269.322000;136.252200;311.972000;127.024400;330.312000;85.240800;
54;1.478659;306.908000;48.061800;269.954000;32.514400;226.740000;42.209800;208.658000;84.869800;232.972000;121.798600;270.034000;137.460600;312.824000;128.038600;331.228000;86.044200;
55;1.415793;307.502000;48.110400;270.636000;32.911800;227.696000;42.510800;208.884000;84.848200;233.686000;121.733000;270.704000;137.044400;313.148000;127.731400;332.292000;86.087200;
56;1.428425;310.502000;50.461000;273.638000;34.792000;231.116000;45.054800;213.200000;87.150800;236.794000;123.978200;273.698000;139.723800;315.926000;129.682800;334.058000;88.322400;
57;1.471260;310.114000;50.004000;273.474000;34.329800;231.022000;44.513400;213.196000;86.424400;236.882000;123.021200;273.556000;138.720600;315.516000;128.847800;333.676000;87.579600;
58;1.523896;310.440000;50.800000;273.808000;35.227800;231.064000;45.000400;212.872000;87.217600;237.198000;123.874800;273.864000;139.423200;316.138000;129.916200;334.602000;88.401000;
59;1.559117;310.428000;49.901000;273.870000;34.306000;231.342000;44.297600;213.346000;86.246200;237.326000;122.833600;273.956000;138.412200;315.914000;128.720800;334.236000;87.438400;
60;1.519807;310.340000;50.678200;273.758000;35.198600;231.030000;44.867800;212.896000;87.060400;237.208000;123.651800;273.824000;139.145000;316.076000;129.759200;334.508000;88.249000;
61;1.575814;310.320000;50.622400;273.906000;35.022800;231.262000;44.743200;213.422000;86.811000;237.508000;123.252200;273.980000;138.843200;316.092000;129.420600;334.248000;87.980000;
62;1.480356;310.090000;51.062200;273.490000;35.576400;231.130000;45.636600;213.018000;87.500400;236.914000;124.078800;273.550000;139.642600;315.500000;129.858200;333.914000;88.661800;
63;1.546050;309.826000;50.025600;273.302000;34.822600;230.780000;44.385200;212.252000;86.333400;236.790000;122.919800;273.366000;138.067600;315.332000;128.786400;334.154000;87.503200;
64;1.567086;309.992000;50.796600;273.350000;35.027400;230.534000;44.930000;212.722000;87.225200;236.730000;123.920200;273.408000;139.635000;315.718000;129.983800;333.804000;88.366600;
65;1.503272;310.234000;50.726200;273.370000;34.799600;230.514000;45.019800;212.804000;87.443400;236.484000;124.302600;273.382000;140.277400;315.908000;130.288000;333.844000;88.565000;
66;1.573025;309.594000;51.967200;273.066000;36.332200;230.294000;46.020000;212.536000;88.278200;236.562000;124.786800;273.118000;140.417800;315.444000;130.988400;333.464000;89.438600;
67;1.527610;309.722000;51.573200;273.116000;35.941000;230.498000;45.870800;212.660000;87.974400;236.516000;124.572800;273.158000;140.239600;315.362000;130.570800;333.470000;89.163800;
68;1.605654;309.814000;51.928200;273.118000;36.289800;230.378000;46.152800;212.488000;88.410400;236.456000;125.055200;273.152000;140.699200;315.482000;131.104000;333.652000;89.520000;
69;1.528230;309.656000;51.775800;273.036000;36.306000;230.416000;46.025600;212.226000;88.213000;236.446000;124.764600;273.072000;140.274200;315.358000;130.794200;333.790000;89.354400;
70;1.571491;309.638000;52.544200;273.032000;36.812800;230.334000;46.678400;212.460000;88.968000;236.496000;125.524000;273.040000;141.181600;315.370000;131.545800;333.486000;89.975200;
71;1.671915;309.004000;51.765200;272.450000;35.989800;229.460000;45.535400;211.852000;88.105200;235.968000;124.619800;272.494000;140.373600;315.142000;131.044800;332.994000;89.192000;
72;1.761136;308.618000;53.062600;272.464000;37.447600;229.730000;46.697200;212.108000;89.040800;236.364000;125.149200;272.504000;140.779400;314.966000;131.733200;332.798000;90.090400;
73;1.579911;308.576000;51.636400;272.092000;35.831000;228.914000;45.154800;211.440000;87.953800;235.650000;124.396000;272.116000;140.206600;314.972000;131.085800;332.702000;89.042600;
74;1.680504;308.106000;52.930600;272.046000;37.547000;229.306000;46.502600;211.516000;88.849400;236.030000;124.860600;272.080000;140.282200;314.506000;131.557800;332.554000;89.952800;
75;1.610410;308.476000;51.756000;271.962000;36.194800;228.846000;45.453400;210.906000;88.116000;235.510000;124.635400;272.020000;140.211800;314.722000;131.197600;332.960000;89.252200;
76;1.610272;308.128000;53.021400;271.932000;37.536800;228.810000;46.367400;211.000000;89.062000;235.796000;125.242000;271.976000;140.698800;314.692000;132.092200;332.788000;90.193200;
77;1.577808;308.276000;51.736000;271.788000;36.384400;228.720000;45.411200;210.468000;88.120200;235.348000;124.536000;271.814000;139.952600;314.590000;131.154600;333.112000;89.177200;
78;1.614298;308.126000;52.903800;271.934000;37.269600;229.000000;46.437400;211.420000;88.914200;235.788000;125.091600;271.964000;140.710800;314.482000;131.794400;332.350000;90.036600;
79;1.529024;308.306000;52.080800;271.918000;36.652000;229.032000;45.844200;211.210000;88.290000;235.582000;124.615200;271.974000;140.073400;314.486000;131.117600;332.578000;89.418400;
80;1.471491;308.430000;52.476400;271.930000;37.152600;228.978000;46.294000;210.800000;88.835400;235.456000;125.290400;271.944000;140.632400;314.534000;131.727800;332.982000;89.933000;
81;1.426272;308.118000;51.648800;271.654000;36.284400;228.706000;45.494200;210.530000;88.030000;235.194000;124.431400;271.678000;139.909400;314.292000;130.937600;332.762000;89.189000;
82;1.481186;308.778000;52.045400;271.906000;36.519600;228.894000;46.235400;210.532000;88.790800;235.080000;125.632000;271.936000;141.150800;314.488000;131.695800;333.172000;89.921200;
83;1.337249;309.052000;50.720600;271.908000;35.011200;228.812000;45.117400;210.522000;87.749200;234.746000;124.913200;271.928000;140.602200;314.548000;130.725200;333.108000;88.944400;
84;1.509380;309.162000;51.581400;272.280000;35.747000;229.152000;45.599000;211.200000;88.330400;235.406000;125.148600;272.304000;141.027200;315.078000;131.404400;333.288000;89.481600;
85;1.401137;309.204000;50.491000;272.254000;34.604000;229.104000;44.576600;211.126000;87.235000;235.344000;124.190200;272.308000;140.008800;314.948000;130.283400;333.196000;88.374000;
86;1.463116;309.276000;51.038600;272.472000;35.280400;229.400000;45.135400;211.426000;87.713600;235.624000;124.558800;272.490000;140.329000;315.094000;130.720800;333.348000;88.944600;
87;1.506137;309.620000;49.863800;272.666000;34.018200;229.448000;43.891600;211.472000;86.625200;235.718000;123.569400;272.696000;139.390800;315.440000;129.781000;333.702000;87.797400;
88;1.560694;309.784000;50.815800;272.968000;34.684800;229.690000;44.677400;212.192000;87.449200;236.154000;124.252400;273.020000;140.372600;315.810000;130.647600;333.592000;88.605200;
89;1.451600;310.372000;49.753000;273.160000;33.401000;229.728000;43.826000;212.022000;86.763400;235.980000;123.975200;273.212000;140.237600;316.080000;130.084800;334.084000;87.897600;
90;1.455711;310.088000;50.501200;273.234000;34.824400;230.180000;44.576000;211.890000;87.226000;236.372000;124.115200;273.246000;139.746600;315.882000;130.196400;334.396000;88.350600;
91;1.416301;310.388000;49.694800;273.460000;33.532400;230.468000;43.877400;212.742000;86.447200;236.620000;123.315600;273.530000;139.489800;316.102000;129.396200;334.112000;87.619400;
92;1.452390;310.348000;50.036600;273.434000;33.948600;230.346000;44.147000;212.472000;86.840000;236.528000;123.798800;273.456000;139.868200;316.160000;129.867800;334.258000;87.954000;
93;1.502291;310.920000;49.222800;273.548000;32.953000;230.412000;43.769600;212.346000;86.432400;236.200000;123.848200;273.616000;140.090000;316.268000;129.501800;334.588000;87.606400;
94;1.537414;310.928000;49.593600;273.518000;33.099600;230.146000;43.872800;212.472000;86.806600;236.202000;124.262000;273.562000;140.720200;316.558000;130.148800;334.462000;87.982600;
95;1.530694;311.054000;48.592000;273.488000;31.750200;229.770000;42.693400;212.410000;86.003600;235.940000;123.550800;273.494000;140.395600;316.860000;129.658200;334.452000;87.113200;
96;1.446251;310.652000;49.380800;273.250000;32.604400;229.614000;43.406800;212.162000;86.618000;235.870000;124.028200;273.252000;140.808600;316.524000;130.216000;334.228000;87.770400;
97;1.402385;311.266000;48.058600;273.130000;31.080400;229.124000;42.535800;211.484000;86.083600;234.960000;124.207800;273.126000;141.256600;316.748000;130.043800;334.672000;87.256000;
98;1.408726;311.002000;48.574200;273.102000;31.709000;229.220000;42.912200;211.764000;86.338200;235.206000;124.230600;273.120000;141.173000;316.646000;130.213800;334.376000;87.566600;
99;1.489104;311.046000;47.909000;273.100000;31.213000;229.338000;42.420400;211.528000;85.705800;235.160000;123.660000;273.104000;140.353000;316.426000;129.387800;334.522000;86.872600;
100;1.585885;312.882000;48.073000;274.504000;30.603800;230.132000;42.322600;213.074000;86.323000;236.080000;124.708200;274.466000;142.238400;318.608000;130.694200;335.872000;87.414400;
101;1.585885;312.882000;48.073000;274.504000;30.603800;230.132000;42.322600;213.074000;86.323000;236.080000;124.708200;274.466000;142.238400;318.608000;130.694200;335.872000;87.414400;
102;1.585885;312.882000;48.073000;274.504000;30.603800;230.132000;42.322600;213.074000;86.323000;236.080000;124.708200;274.466000;142.238400;318.608000;130.694200;335.872000;87.414400;
103;1.585885;312.882000;48.073000;274.504000;30.603800;230.132000;42.322600;213.074000;86.323000;236.080000;124.708200;274.466000;142.238400;318.608000;130.694200;335.872000;87.414400;
104;1.585885;312.882000;48.073000;274.504000;30.603800;230.132000;42.322600;213.074000;86.323000;236.080000;124.708200;274.466000;142.238400;318.608000;130.694200;335.872000;87.414400;
105;1.525678;313.396000;47.051400;274.620000;28.922800;229.768000;41.210000;213.234000;85.742000;235.784000;124.533200;274.598000;142.804400;319.332000;130.678200;336.036000;86.927000;
106;1.771094;313.440000;46.938000;274.792000;28.020600;229.358000;40.380400;213.706000;85.501600;236.040000;124.297200;274.776000;143.237200;319.976000;130.947200;335.816000;86.803600;
107;1.743130;313.876000;46.186200;275.032000;26.960600;229.444000;39.623000;214.172000;84.911400;236.040000;123.823800;275.020000;143.164400;320.420000;130.549200;335.880000;86.388000;
108;1.815748;313.822000;46.807800;275.004000;27.499600;228.862000;39.660200;213.724000;85.498400;236.004000;124.475400;274.960000;143.842400;320.858000;131.689400;336.192000;87.032400;
109;1.697539;314.430000;45.947800;275.242000;26.762200;229.162000;39.195800;213.730000;85.014600;235.914000;124.243200;275.234000;143.639800;321.220000;131.225400;336.802000;86.651400;
110;1.651845;314.470000;46.514400;275.392000;26.635000;228.564000;39.011200;213.924000;85.512000;236.002000;124.812000;275.328000;144.828800;321.936000;132.434000;336.770000;87.306400;
111;1.673437;314.792000;45.814400;275.472000;25.792600;228.292000;38.201000;213.722000;85.069600;235.810000;124.576800;275.408000;144.791000;322.352000;132.369800;337.146000;86.900200;
112;1.630486;315.200000;46.392800;275.716000;26.272800;228.438000;38.859600;213.932000;85.813200;235.908000;125.413000;275.642000;145.796200;322.724000;133.245800;337.520000;87.612200;
113;1.590827;315.234000;45.847600;275.762000;25.685400;228.192000;38.063200;213.794000;85.283800;235.882000;124.954200;275.680000;145.368400;322.994000;132.981000;337.672000;87.215000;
114;1.532419;315.616000;46.423600;276.156000;26.274800;228.696000;38.801400;214.184000;85.900200;236.252000;125.572400;276.056000;146.004000;323.246000;133.497600;338.082000;87.802800;
115;1.545880;315.700000;46.188600;276.262000;25.740600;228.626000;38.335800;214.474000;85.615600;236.436000;125.186200;276.174000;145.924800;323.550000;133.369000;338.052000;87.504400;
116;1.571926;315.842000;46.902000;276.510000;26.439200;228.804000;38.839000;214.706000;86.232800;236.778000;125.711000;276.434000;146.495200;323.936000;134.103400;338.356000;88.175200;
117;1.655710;316.122000;46.098000;276.562000;25.454800;228.922000;38.309800;214.706000;85.630400;236.610000;125.432800;276.492000;146.276400;323.858000;133.394800;338.370000;87.618800;
118;1.654950;316.296000;46.801000;276.614000;25.832200;228.624000;38.648800;214.584000;86.434400;236.648000;126.314200;276.542000;147.430600;324.340000;134.564600;338.662000;88.225200;
119;1.654950;316.296000;46.801000;276.614000;25.832200;228.624000;38.648800;214.584000;86.434400;236.648000;126.314200;276.542000;147.430600;324.340000;134.564600;338.662000;88.225200;
120;1.654950;316.296000;46.801000;276.614000;25.832200;228.624000;38.648800;214.584000;86.434400;236.648000;126.314200;276.542000;147.430600;324.340000;134.564600;338.662000;88.225200;
121;1.612188;316.496000;46.127000;276.766000;24.979600;228.586000;37.834400;214.686000;85.834600;236.742000;125.700000;276.692000;146.997000;324.708000;134.081800;338.860000;87.591000;
122;1.651429;316.216000;46.966600;276.498000;26.004200;228.582000;38.948000;214.566000;86.627200;236.482000;126.458400;276.430000;147.657800;324.192000;134.712000;338.524000;88.506800;
123;1.661724;316.230000;46.159000;276.552000;25.357800;228.692000;38.129800;214.554000;85.785600;236.552000;125.612800;276.476000;146.612200;324.162000;133.800000;338.576000;87.632600;
124;1.630370;316.264000;46.696800;276.496000;25.719600;228.450000;38.628200;214.346000;86.443000;236.376000;126.346800;276.420000;147.544200;324.270000;134.592000;338.644000;88.277400;
125;1.626092;316.280000;45.791600;276.416000;24.971600;228.528000;37.980600;214.210000;85.635600;236.198000;125.653000;276.334000;146.708000;324.024000;133.662400;338.632000;87.510400;
126;1.659186;316.006000;46.663800;276.342000;25.849200;228.300000;38.483000;214.102000;86.292800;236.364000;126.090200;276.256000;147.094000;324.114000;134.435200;338.596000;88.054200;
127;1.531707;316.068000;45.923800;276.240000;24.950000;227.994000;37.707400;213.872000;85.744200;236.066000;125.656200;276.176000;146.902200;324.282000;134.096200;338.672000;87.556800;
128;1.582979;315.872000;46.630600;276.288000;25.772400;228.250000;38.394000;214.098000;86.215000;236.360000;125.907000;276.182000;146.960400;324.016000;134.285200;338.436000;87.904800;
129;1.554913;316.068000;45.696200;276.132000;24.903000;228.012000;37.726800;213.618000;85.578400;235.874000;125.625600;276.068000;146.658800;323.980000;133.802800;338.682000;87.487000;
130;1.499135;315.980000;45.294800;275.840000;24.553200;227.792000;37.666000;213.178000;85.418800;235.326000;125.691800;275.756000;146.695800;323.578000;133.577400;338.522000;87.364200;
131;1.512815;317.046000;45.452800;277.756000;24.358400;229.524000;36.745800;216.104000;84.749600;238.100000;124.254800;277.712000;145.536200;325.706000;133.055600;339.336000;86.496600;
132;1.303556;323.616000;46.552200;286.196000;24.364400;238.006000;36.069800;227.356000;84.074200;248.564000;121.739600;286.196000;144.014000;334.134000;132.252000;345.050000;85.546800;
133;1.188201;331.706000;46.941200;297.008000;23.663800;249.638000;34.445400;242.702000;81.755600;262.166000;116.643600;296.962000;139.862000;344.162000;128.982200;351.254000;83.004000;
134;1.184868;338.116000;49.569600;305.930000;25.729000;260.384000;36.424600;255.602000;81.806800;273.536000;114.106400;305.804000;137.938400;351.188000;127.151800;356.094000;82.921000;
135;1.075628;343.880000;50.469600;312.014000;23.971000;268.270000;38.666400;264.736000;82.314000;280.010000;114.221200;311.834000;140.653400;355.514000;125.836400;359.084000;83.210400;
136;1.020485;344.540000;49.424800;311.748000;22.776800;267.856000;38.446200;263.578000;82.267800;278.736000;115.107000;311.536000;141.725400;355.410000;125.860200;359.664000;83.059600;
137;1.048892;344.876000;48.348800;311.768000;21.003800;267.458000;37.250200;263.284000;81.549800;278.446000;114.674400;311.560000;141.972800;355.864000;125.497600;360.014000;82.271200;
138;1.069809;344.984000;48.232600;311.450000;20.619400;266.484000;36.866400;262.266000;81.838800;277.704000;115.377000;311.230000;142.933400;356.198000;126.434600;360.394000;82.508000;
139;0.934031;344.554000;47.483600;310.902000;19.809300;265.940000;36.271600;261.720000;81.227000;277.004000;114.918600;310.658000;142.513000;355.606000;125.795800;359.818000;81.946400;
140;0.954955;343.562000;46.455200;309.284000;19.376260;263.638000;35.384800;258.652000;80.935400;274.628000;115.302400;309.014000;142.371400;354.524000;126.137600;359.584000;81.717000;
141;0.954955;343.562000;46.455200;309.284000;19.376260;263.638000;35.384800;258.652000;80.935400;274.628000;115.302400;309.014000;142.371400;354.524000;126.137600;359.584000;81.717000;
142;0.954955;343.562000;46.455200;309.284000;19.376260;263.638000;35.384800;258.652000;80.935400;274.628000;115.302400;309.014000;142.371400;354.524000;126.137600;359.584000;81.717000;
143;0.995814;345.308000;46.370400;311.270000;18.961820;265.664000;34.988800;261.146000;80.515200;276.950000;114.604600;310.996000;141.944400;356.524000;125.735400;361.098000;81.249600;
144;1.114337;346.470000;47.397400;312.606000;19.066620;267.700000;36.602400;263.522000;81.443600;278.408000;115.394200;312.332000;143.692400;357.178000;125.972000;361.404000;82.194800;
145;1.145437;346.126000;46.099600;311.586000;18.148440;266.474000;35.652800;261.536000;80.763000;276.770000;115.316800;311.326000;143.225600;356.430000;125.501000;361.380000;81.474200;
146;1.070966;345.728000;46.587800;311.098000;18.937340;265.662000;35.994600;260.638000;81.345400;276.196000;116.021800;310.852000;143.651200;356.202000;126.416200;361.300000;82.078000;
147;1.055265;345.464000;45.489200;310.298000;18.077520;264.650000;35.211800;259.206000;80.767200;274.914000;116.000600;310.092000;143.390600;355.618000;126.108600;361.194000;81.545000;
148;1.060833;345.186000;45.967800;309.810000;18.704060;264.030000;35.868800;258.318000;81.526600;274.070000;117.031800;309.600000;144.328200;355.182000;126.983000;360.998000;82.374000;
149;1.085965;344.556000;45.263800;308.906000;18.241400;262.914000;35.286600;256.934000;81.138200;272.822000;116.940000;308.692000;144.020800;354.464000;126.784600;360.566000;82.061400;
150;1.083325;344.300000;45.892200;308.256000;18.934860;261.924000;35.952600;255.690000;82.137200;271.792000;118.256000;308.060000;145.295000;354.158000;128.083800;360.536000;83.117800;
151;1.070304;344.066000;45.336400;307.798000;18.906940;261.286000;35.561200;254.592000;81.847800;271.064000;118.247400;307.628000;144.800200;353.836000;127.991000;360.738000;82.946800;
152;1.139825;343.708000;45.724600;306.826000;19.537980;260.230000;36.351000;252.918000;82.691200;269.628000;119.721400;306.670000;145.978000;353.018000;129.065800;360.534000;83.839600;
153;1.079878;343.392000;45.172400;306.192000;18.906220;259.414000;35.937400;251.930000;82.494400;268.624000;119.807200;305.986000;146.120000;352.524000;128.983000;360.196000;83.578400;
154;1.165805;342.816000;45.825800;305.116000;19.340500;258.082000;36.664000;250.312000;83.560800;267.156000;121.390200;304.934000;147.871800;351.816000;130.413000;359.728000;84.743800;
155;1.139206;342.222000;45.400200;304.160000;18.804880;257.056000;36.576800;248.932000;83.577400;265.792000;121.789000;303.974000;148.421800;350.954000;130.492200;359.212000;84.818600;
156;1.320369;342.096000;45.581200;303.328000;19.145420;256.204000;37.305400;247.464000;84.343200;264.412000;123.233000;303.182000;149.628600;350.200000;131.336600;359.066000;85.527600;
157;1.219542;341.822000;44.731600;302.608000;18.348180;255.372000;36.690200;246.030000;83.858000;263.328000;123.154800;302.466000;149.463800;349.626000;131.031400;359.128000;85.121200;
