FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
244;152.627;273.009;96.6748;43.4614;47.0745;
245;155.33;273.078;96.7606;43.4958;47.1114;
246;156.233;272.492;97.425;43.5168;47.1887;
247;156.937;272.415;97.0832;43.6214;47.4;
248;158.925;272.063;97.9563;43.7612;47.4557;
249;156.987;271.562;97.2483;43.7866;47.4304;
250;157.4;271.34;97.7394;43.9993;47.8029;
251;155.168;270.788;96.8601;44.02;47.5682;
252;155.644;269.919;96.0857;43.3525;46.197;
253;142.279;268.679;93.4932;42.8933;46.4194;
254;-1;-1;-1;-1;-1;
255;-1;-1;-1;-1;-1;
256;-1;-1;-1;-1;-1;
257;-1;-1;-1;-1;-1;
258;138.581;268.547;97.9627;29.6407;38.5119;
259;146.199;271.053;89.324;41.8835;46.2645;
260;146.199;271.053;89.324;41.8835;46.2645;
261;146.199;271.053;89.324;41.8835;46.2645;
262;146.199;271.053;89.324;41.8835;46.2645;
263;146.012;270.913;88.8295;41.6811;46.3992;
264;147.994;270.409;89.1912;41.3367;46.0772;
265;147.586;270.309;88.5482;41.6245;46.2591;
266;149.1;270.074;89.3276;41.3841;46.0159;
267;148.324;269.591;88.527;41.4888;45.4916;
268;148.703;269.235;89.0368;41.5276;45.4829;
269;148.905;269.079;88.4536;41.6328;45.485;
270;146.255;268.663;88.4674;41.6108;45.7471;
271;145.594;268.69;87.9314;41.7048;45.3047;
272;148.141;268.528;88.3233;41.7037;45.4272;
273;145.505;268.251;87.4434;41.9543;45.3375;
274;140.962;267.597;87.6744;42.0133;45.2478;
275;136.875;267.118;86.6949;42.2928;44.6992;
276;134.165;266.421;86.9506;41.777;44.5637;
277;137.697;266.021;85.8626;41.9261;44.4455;
278;124.775;264.465;84.7434;41.5679;44.4084;
279;124.775;264.465;84.7434;41.5679;44.4084;
280;124.775;264.465;84.7434;41.5679;44.4084;
281;124.15;263.038;82.1931;40.3098;44.2034;
282;122.075;261.641;80.9656;40.5608;44.4033;
283;-1;-1;-1;-1;-1;
284;-1;-1;-1;-1;-1;
285;-1;-1;-1;-1;-1;
286;-1;-1;-1;-1;-1;
287;123.369;256.218;77.6294;40.4021;47.0155;
288;112.675;258.855;78.498;39.0664;43.7786;
289;117.756;258.859;78.1636;39.325;43.3214;
290;120.547;259.008;78.8062;39.3912;43.5836;
291;120.229;258.942;78.2955;39.4018;43.7138;
292;123.276;259.265;78.7679;39.2552;43.4294;
293;121.249;259.487;77.9741;39.5646;43.5112;
294;122.431;259.747;78.3523;39.2091;43.9847;
295;123.308;260.111;77.582;39.5503;43.8958;
296;123.435;260.429;78.0369;39.5983;44.1327;
297;125.794;260.384;77.3715;39.6018;44.4704;
298;123.827;260.349;77.9357;39.7845;44.677;
299;125.799;260.341;77.3437;39.8409;44.6679;
300;126.366;260.523;78.1165;40.3016;44.7802;
301;127.746;260.803;77.6505;40.1405;45.195;
302;125.982;261.156;78.1727;40.192;44.9566;
303;129.661;261.349;77.5147;40.2596;45.4002;
304;129.164;262.051;78.1638;40.3162;45.5062;
305;128.564;262.489;77.6454;40.4137;45.5313;
306;127.019;263.058;78.2521;40.2734;45.4098;
307;129.313;263.42;77.6376;40.4717;45.5057;
308;128.318;264.053;78.2045;40.4618;45.4212;
309;123.949;264.64;77.6751;40.2359;45.421;
310;126.379;265.393;78.2018;40.2616;45.1804;
311;128.945;265.893;77.4949;39.7015;44.8091;
312;132.153;266.228;78.2314;39.6522;44.5097;
313;132.153;266.228;78.2314;39.6522;44.5097;
314;132.153;266.228;78.2314;39.6522;44.5097;
315;129.486;266.013;77.5087;39.434;44.475;
316;127.262;265.785;77.8225;39.5622;44.7186;
317;128.004;265.533;77.3174;39.3804;44.562;
318;124.876;265.355;77.7869;39.8927;44.5075;
319;126.142;265.173;77.231;39.6011;44.9044;
320;125.974;265.046;77.5246;39.8579;44.958;
321;127.825;265.354;76.6296;39.5562;45.0076;
322;127.071;265.337;76.9277;39.3438;45.1729;
323;130.083;265.176;75.8155;39.1823;45.1537;
324;130.256;265.782;76.1826;39.3717;45.1422;
325;131.637;265.78;74.9852;39.2146;45.3652;
326;134.085;265.975;75.7651;39.5626;45.377;
327;133.387;266.036;75.461;39.4913;45.4456;
328;125.315;264.844;77.5195;39.8205;45.0851;
329;125.315;264.844;77.5195;39.8205;45.0851;
330;125.315;264.844;77.5195;39.8205;45.0851;
331;126.658;264.617;77.237;40.1268;45.2949;
332;126.268;264.036;78.0163;39.7426;45.2028;
333;129.244;263.485;77.3311;40.2219;45.3896;
334;129.534;262.958;77.6812;39.9742;45.3352;
335;130.122;261.772;76.6767;40.1463;45.2152;
336;128.112;260.852;76.0478;39.7415;44.9122;
337;112.306;259.871;74.8705;38.716;44.2576;
338;132.213;255.273;76.6986;35.5542;44.5712;
339;-1;-1;-1;-1;-1;
340;-1;-1;-1;-1;-1;
341;-1;-1;-1;-1;-1;
342;130.146;257.249;77.4092;40.0458;47.1642;
343;112.633;259.58;77.0879;39.4945;44.8116;
344;119.744;260.283;77.8946;40.0731;45.2255;
345;125.831;260.366;78.3344;40.6988;45.4179;
346;126.712;260.743;79.8869;40.7662;45.8604;
347;126.141;260.681;79.9747;40.9537;46.0466;
348;127.659;260.58;81.6256;41.203;46.1351;
349;128.299;260.714;81.4795;41.4258;46.129;
350;128.48;260.751;82.6469;41.5357;46.5507;
351;128.202;260.881;82.5407;41.6732;46.684;
352;129.849;261.269;83.57;41.8518;46.8847;
353;128.947;261.131;83.0776;42.0165;46.8932;
354;129.563;260.329;82.8361;42.054;46.8824;
355;128.434;260.644;81.6958;42.0201;46.927;
356;128.612;261.062;82.3104;42.2828;47.1624;
357;127.701;261.425;81.2178;42.1246;47.328;
358;128.4;261.828;81.4101;42.2992;47.3686;
359;127.482;262.281;80.4824;42.0494;47.2098;
360;126.086;262.615;80.7845;42.1957;47.5114;
361;129.276;262.689;79.5655;42.1668;47.3866;
362;127.211;263.018;79.6942;42.0142;47.316;
363;129.425;263.388;78.695;42.0695;47.2808;
364;130.386;263.908;78.9931;42.1691;47.2553;
365;130.551;263.994;78.3688;42.1028;47.1105;
366;129.366;264.477;78.6109;42.0244;47.2298;
367;130.968;265.043;78.2274;41.6897;46.8751;
368;132.09;264.805;78.948;42.1465;47.1459;
369;130.216;264.727;78.7526;42.0883;46.8947;
370;129.2;264.476;79.6377;42.1219;47.1796;
371;129.667;264.045;79.1115;41.9526;47.0404;
372;128.983;263.665;79.8197;41.9458;47.2559;
373;130.054;263.45;79.3667;42.0157;47.282;
374;129.123;262.928;79.8984;41.8241;47.2653;
375;127.947;262.592;79.2321;41.9159;47.1296;
376;127.221;261.605;79.3349;41.8387;47.1267;
377;127.221;261.605;79.3349;41.8387;47.1267;
378;127.221;261.605;79.3349;41.8387;47.1267;
379;127.221;261.605;79.3349;41.8387;47.1267;
380;127.221;261.605;79.3349;41.8387;47.1267;
381;126.91;261.353;78.8502;41.5612;47.273;
382;127.083;261.353;79.2874;41.7743;47.3515;
383;127.195;261.221;78.4961;41.4929;46.9983;
384;127.854;261.17;78.9071;41.7276;47.1134;
385;127.735;260.544;77.7446;41.7663;47.0487;
386;123.366;259.7;77.2598;41.3898;46.6839;
387;129.775;257.713;74.4294;43.6998;49.9811;
388;-1;-1;-1;-1;-1;
389;-1;-1;-1;-1;-1;
390;-1;-1;-1;-1;-1;
391;125.615;256.606;76.0279;34.5826;43.855;
392;122.618;259.232;73.0261;41.2733;47.8735;
393;123.212;260.416;71.7736;40.9249;46.2303;
394;130.003;261.263;72.9261;41.2864;46.0166;
395;129.178;261.652;72.5842;41.3209;45.7597;
396;131.036;262.338;73.5718;41.3293;46.592;
397;130.89;262.569;73.2066;41.2067;46.4323;
398;131.877;263.128;74.201;41.3412;47.0134;
399;132.008;263.518;73.6675;41.1012;47.0917;
400;132.015;263.928;74.605;41.2856;47.4804;
401;133.665;264.358;74.4195;41.3778;47.6958;
402;131.807;264.919;75.7095;41.53;47.6183;
403;132.861;265.424;75.6342;41.8534;47.5528;
404;133.767;266.175;77.0392;42.374;47.2459;
405;139.202;266.831;77.1379;42.7925;47.7072;
406;137.474;267.54;78.8124;43.291;48.039;
407;138.611;267.923;78.9924;43.7108;48.4318;
408;135.807;268.569;80.6033;43.9542;48.7002;
409;137.096;269.156;80.8718;44.1274;48.8421;
410;135.091;269.673;81.9163;43.8062;48.9564;
411;137.564;270.074;82.0591;44.0862;49.0457;
412;136.714;270.301;83.4914;43.7226;49.0908;
413;143.822;275.34;86.319;43.93;51.084;
414;150.124;279.465;90.8547;43.394;50.3727;
415;148.823;278.591;90.6955;43.5536;49.73;
416;148.672;277.917;91.1865;43.2627;49.4208;
417;149.839;277.4;90.38;43.2147;48.8355;
418;150.225;277.032;90.5479;42.8962;48.8093;
419;149.808;276.637;89.3451;42.8772;48.6767;
420;149.122;276.702;89.397;42.8084;48.8907;
421;149.101;276.39;88.259;43.0266;48.9096;
422;149.435;276.26;88.258;42.9215;48.6588;
423;147.442;276.133;86.5884;43.2983;48.9914;
424;145.569;276.366;85.9924;43.2086;48.9519;
425;144.389;284.271;86.744;42.0602;51.4615;
426;154.277;297.209;92.6554;39.3278;49.7393;
427;165.157;307.402;96.8144;39.1257;50.5833;
428;171.022;314.523;102.87;36.2697;50.9983;
429;1.28964;319.981;106.847;32.5954;49.5814;
430;178.648;322.428;112.241;31.6121;48.1076;
431;5.61316;325.865;117.731;29.5428;46.3635;
432;10.5985;327.987;121.723;29.0604;47.4914;
433;12.2017;329.373;124.475;27.24;47.0565;
434;14.9515;331.034;128.886;26.6349;47.6523;
435;13.9272;331.928;130.582;25.7018;48.2294;
436;13.3393;332.679;133;23.9532;47.9593;
437;16.0667;333.232;141.553;20.5232;48.4432;
438;16.0667;333.232;141.553;20.5232;48.4432;
439;16.0667;333.232;141.553;20.5232;48.4432;
440;16.0667;333.232;141.553;20.5232;48.4432;
441;16.5194;331.975;142.89;20.6364;48.9294;
442;18.0643;331.585;146.341;20.311;50.2374;
443;18.0478;331.631;148.383;19.9314;50.3168;
444;18.1674;329.536;151.479;21.1779;52.5082;
445;18.1028;329.173;152.337;21.2443;53.1955;
446;20.1452;328.843;153.182;20.986;52.1544;
447;20.2888;329.073;149.615;21.3678;52.0696;
448;22.697;329.112;146.626;22.1851;49.0501;
449;21.0498;329.818;143.293;22.8619;47.8962;
450;20.7137;329.897;142.535;23.3257;49.1161;
451;18.0103;331.321;147.747;21.8383;51.0456;
452;23.8558;329.614;155.077;20.0861;50.3375;
453;-1;-1;-1;-1;-1;
454;-1;-1;-1;-1;-1;
455;-1;-1;-1;-1;-1;
456;-1;-1;-1;-1;-1;
457;-1;-1;-1;-1;-1;
458;-1;-1;-1;-1;-1;
459;-1;-1;-1;-1;-1;
460;-1;-1;-1;-1;-1;
461;-1;-1;-1;-1;-1;
462;-1;-1;-1;-1;-1;
463;-1;-1;-1;-1;-1;
464;-1;-1;-1;-1;-1;
465;-1;-1;-1;-1;-1;
466;-1;-1;-1;-1;-1;
467;-1;-1;-1;-1;-1;
468;-1;-1;-1;-1;-1;
469;-1;-1;-1;-1;-1;
470;-1;-1;-1;-1;-1;
471;-1;-1;-1;-1;-1;
472;28.1203;325.251;145.073;23.0528;48.8619;
473;-1;-1;-1;-1;-1;
474;-1;-1;-1;-1;-1;
475;-1;-1;-1;-1;-1;
476;-1;-1;-1;-1;-1;
477;-1;-1;-1;-1;-1;
478;-1;-1;-1;-1;-1;
479;-1;-1;-1;-1;-1;
480;-1;-1;-1;-1;-1;
481;-1;-1;-1;-1;-1;
482;-1;-1;-1;-1;-1;
483;-1;-1;-1;-1;-1;
484;-1;-1;-1;-1;-1;
485;-1;-1;-1;-1;-1;
486;-1;-1;-1;-1;-1;
487;-1;-1;-1;-1;-1;
488;122.345;224.721;77.2563;40.1348;46.3982;
489;92.3494;221.789;70.8317;47.1486;53.2672;
490;81.9017;218.825;72.0705;44.2647;50.3674;
491;73.6701;223.119;71.0079;46.2691;50.8367;
492;95.0754;237.992;74.7762;48.7706;50.8739;
493;95.0754;237.992;74.7762;48.7706;50.8739;
494;95.0754;237.992;74.7762;48.7706;50.8739;
495;111.547;241.468;74.8032;48.5379;50.6827;
496;114.837;244.828;76.2229;48.1568;50.8377;
497;122.391;247.792;76.0442;47.8108;51.0195;
498;126.527;250.303;77.1341;47.549;51.4609;
499;131.518;252.237;76.8628;47.6956;51.8499;
500;130.198;254.185;78.1484;47.9915;51.8429;
501;130.792;256.083;77.772;47.3881;51.819;
502;130.66;257.344;78.6646;48.0307;52.1626;
503;131.288;258.713;78.3688;47.5793;52.5057;
504;131.727;260.011;79.2564;47.3789;52.5897;
505;132.385;261.444;78.6788;47.3747;52.5095;
506;133.111;263.106;79.5173;47.2739;52.6216;
507;135.916;264.141;79.4467;46.8821;52.1205;
508;137.951;265.579;80.412;46.778;51.7454;
509;135.486;266.998;80.162;46.5714;51.7373;
510;137.286;267.774;80.7889;46.36;51.1916;
511;138;262.493;76.7327;44.4977;48.6971;
512;119.807;255.446;72.9853;44.64;49.5665;
513;128.05;256.914;71.6861;44.1288;49.6153;
514;129.587;257.751;73.09;44.4542;49.0107;
515;131.294;258.586;73.0914;43.9295;48.244;
516;134.591;258.932;74.5318;43.8004;48.2591;
517;136.553;259.548;74.4146;43.4687;48.0052;
518;135.969;260.166;75.7955;42.9831;47.7143;
519;136.119;261.164;75.9602;42.9451;47.6176;
520;133.82;261.597;77.1843;42.7417;48.0701;
521;134.188;262.049;77.7869;42.7022;48.0013;
522;130.538;262.594;79.6447;42.6592;47.5254;
523;135.193;265.537;81.0427;43.1428;47.8491;
524;137.408;266.355;82.9591;43.2697;47.8745;
525;138.043;266.399;83.4635;43.2703;47.4119;
526;135.197;266.142;84.6918;43.9321;46.6353;
527;132.37;265.676;84.6626;43.7124;46.6693;
528;130.029;264.92;85.4926;43.5611;46.1862;
529;131.149;264.18;84.9916;43.034;46.4604;
530;133.647;263.398;85.4754;42.9659;46.3348;
531;132.566;262.799;85.0286;42.603;46.1597;
532;132.777;261.999;85.4053;42.7069;46.1544;
533;127.921;261.327;84.5776;42.1883;46.3889;
534;131.547;261.127;85.0239;42.051;46.2706;
535;130.009;261.071;84.1016;41.7635;46.2336;
536;130.174;260.966;83.937;41.407;45.6761;
537;127.812;260.548;82.4198;41.261;45.3488;
538;127.168;260.231;82.2435;41.2281;45.0492;
539;129.741;260.103;81.075;41.0223;44.873;
540;126.256;259.589;81.5953;41.3175;45.1058;
541;115.108;258.482;80.2967;40.733;44.9023;
542;130.375;254.58;80.0564;41.8334;49.6691;
543;-1;-1;-1;-1;-1;
544;-1;-1;-1;-1;-1;
545;-1;-1;-1;-1;-1;
546;124.368;254.827;79.7517;44.7627;51.5377;
547;106.454;257.832;80.277;40.8401;45.6905;
548;126.401;257.257;83.6458;41.6016;44.9161;
549;126.401;257.257;83.6458;41.6016;44.9161;
550;126.401;257.257;83.6458;41.6016;44.9161;
551;126.401;257.257;83.6458;41.6016;44.9161;
552;126.401;257.257;83.6458;41.6016;44.9161;
553;125.284;257.23;83.5103;41.7168;44.8777;
554;127.961;257.104;84.5268;42.0085;44.925;
555;127.239;256.774;84.2726;42.4199;45.4587;
556;130.026;256.87;85.2661;42.1714;45.661;
557;127.404;256.513;85.0542;42.4177;45.617;
558;129.831;256.341;86.0297;42.3598;45.9845;
559;129.598;255.922;86.0855;42.7687;46.2888;
560;130.324;255.528;86.6727;43.05;46.4258;
561;130.169;256.13;86.8609;43.2935;46.862;
562;133.824;256.211;87.4529;43.5767;46.9141;
563;131.254;255.913;87.0569;43.6472;47.0727;
564;135.154;255.585;87.3186;43.8793;47.1318;
