FRAME;X;Y;Z;
312;0.186963;-0.183897;0.965001;
313;0.187316;-0.184302;0.964855;
314;0.187580;-0.184899;0.964690;
315;0.186307;-0.189859;0.963973;
316;0.184911;-0.188245;0.964558;
317;0.183203;-0.191704;0.964202;
318;0.182049;-0.188623;0.965028;
319;0.180855;-0.192270;0.964533;
320;0.180015;-0.190348;0.965071;
321;0.182036;-0.196217;0.963515;
322;0.181917;-0.194261;0.963934;
323;0.180868;-0.201559;0.962632;
324;0.184844;-0.199149;0.962379;
325;0.184831;-0.207006;0.960722;
326;0.186103;-0.201889;0.961565;
327;0.186510;-0.203882;0.961065;
328;0.178689;-0.190378;0.965312;
329;0.178689;-0.190378;0.965312;
330;0.178689;-0.190378;0.965312;
331;0.177193;-0.192232;0.965220;
332;0.173388;-0.187120;0.966914;
333;0.169779;-0.191614;0.966674;
334;0.166315;-0.189318;0.967728;
335;0.158534;-0.195909;0.967722;
336;0.152497;-0.200034;0.967849;
337;0.146068;-0.207760;0.967213;
338;0.115886;-0.195763;0.973780;
339;-1;-1;-1;
340;-1;-1;-1;
341;-1;-1;-1;
342;0.128851;-0.191103;0.973076;
343;0.144152;-0.193208;0.970511;
344;0.148758;-0.187917;0.970854;
345;0.149309;-0.185031;0.971324;
346;0.151776;-0.174848;0.972827;
347;0.151369;-0.174269;0.972994;
348;0.150713;-0.163439;0.974973;
349;0.151592;-0.164396;0.974676;
350;0.151828;-0.156735;0.975901;
351;0.152694;-0.157434;0.975653;
352;0.155227;-0.150680;0.976320;
353;0.154321;-0.153911;0.975959;
354;0.149073;-0.155495;0.976524;
355;0.151133;-0.162979;0.974986;
356;0.153875;-0.158946;0.975222;
357;0.156263;-0.166114;0.973647;
358;0.158752;-0.165155;0.973407;
359;0.161739;-0.171245;0.971862;
360;0.163925;-0.169617;0.971781;
361;0.163802;-0.178505;0.970209;
362;0.165482;-0.179267;0.969783;
363;0.167619;-0.186926;0.967968;
364;0.170921;-0.186569;0.967459;
365;0.171524;-0.191984;0.966293;
366;0.174642;-0.192406;0.965650;
367;0.178177;-0.196464;0.964186;
368;0.176518;-0.193803;0.965029;
369;0.175910;-0.196380;0.964619;
370;0.174141;-0.191072;0.966006;
371;0.171122;-0.194522;0.965856;
372;0.168409;-0.190085;0.967215;
373;0.166720;-0.192768;0.966977;
374;0.162685;-0.189019;0.968404;
375;0.159935;-0.192648;0.968146;
376;0.151485;-0.191882;0.969656;
377;0.148419;-0.192423;0.970023;
378;0.146947;-0.194184;0.969896;
379;0.146615;-0.196334;0.969514;
380;0.146678;-0.199583;0.968841;
381;0.145304;-0.206305;0.967639;
382;0.144995;-0.207384;0.967455;
383;0.144142;-0.212494;0.966473;
384;0.143820;-0.209839;0.967101;
385;0.139778;-0.217345;0.966035;
386;0.134328;-0.220476;0.966099;
387;0.121505;-0.238752;0.963449;
388;-1;-1;-1;
389;-1;-1;-1;
390;-1;-1;-1;
391;0.114352;-0.228428;0.966822;
392;0.131307;-0.247810;0.959869;
393;0.138951;-0.255898;0.956665;
394;0.144414;-0.248456;0.957817;
395;0.146932;-0.250665;0.956858;
396;0.151361;-0.244288;0.957817;
397;0.152846;-0.246646;0.956977;
398;0.156462;-0.240226;0.958025;
399;0.158980;-0.243670;0.956739;
400;0.161627;-0.237618;0.957818;
401;0.164403;-0.238812;0.957048;
402;0.168032;-0.230486;0.958458;
403;0.171286;-0.230970;0.957765;
404;0.176129;-0.221900;0.959030;
405;0.180377;-0.221262;0.958388;
406;0.184948;-0.210451;0.959950;
407;0.187428;-0.209289;0.959723;
408;0.191586;-0.198888;0.961113;
409;0.195382;-0.197154;0.960706;
410;0.198714;-0.190410;0.961383;
411;0.201309;-0.189486;0.961025;
412;0.202781;-0.180242;0.962493;
413;0.234622;-0.162704;0.958374;
414;0.260573;-0.134454;0.956046;
415;0.254248;-0.136425;0.957469;
416;0.249214;-0.134486;0.959065;
417;0.245174;-0.140820;0.959197;
418;0.242122;-0.141187;0.959918;
419;0.239591;-0.148916;0.959385;
420;0.240002;-0.148584;0.959334;
421;0.237997;-0.155893;0.958673;
422;0.237162;-0.155900;0.958879;
423;0.236340;-0.166626;0.957277;
424;0.237843;-0.170453;0.956230;
425;0.288634;-0.165627;0.943005;
426;0.371740;-0.127650;0.919519;
427;0.437230;-0.100931;0.893668;
428;0.482984;-0.062027;0.873429;
429;0.518036;-0.036481;0.854581;
430;0.533763;-0.001826;0.845632;
431;0.555837;0.033447;0.830618;
432;0.569469;0.059096;0.819886;
433;0.578373;0.076769;0.812152;
434;0.589051;0.105108;0.801231;
435;0.594794;0.116008;0.795463;
436;0.599625;0.131540;0.789397;
437;0.603172;0.186489;0.775504;
438;0.603172;0.186489;0.775504;
439;0.603172;0.186489;0.775504;
440;0.603172;0.186489;0.775504;
441;0.595103;0.195078;0.779614;
442;0.592584;0.217250;0.775659;
443;0.592893;0.230355;0.771631;
444;0.579427;0.250266;0.775649;
445;0.577101;0.255769;0.775588;
446;0.574969;0.261203;0.775361;
447;0.576446;0.238279;0.781622;
448;0.576703;0.219079;0.787031;
449;0.581239;0.197668;0.789360;
450;0.581740;0.192796;0.790195;
451;0.590901;0.226282;0.774359;
452;0.579928;0.273371;0.767432;
453;-1;-1;-1;
454;-1;-1;-1;
455;-1;-1;-1;
456;-1;-1;-1;
457;-1;-1;-1;
458;-1;-1;-1;
459;-1;-1;-1;
460;-1;-1;-1;
461;-1;-1;-1;
462;-1;-1;-1;
463;-1;-1;-1;
464;-1;-1;-1;
465;-1;-1;-1;
466;-1;-1;-1;
467;-1;-1;-1;
468;-1;-1;-1;
469;-1;-1;-1;
470;-1;-1;-1;
471;-1;-1;-1;
472;0.562424;0.224459;0.795800;
473;-1;-1;-1;
474;-1;-1;-1;
475;-1;-1;-1;
476;-1;-1;-1;
477;-1;-1;-1;
478;-1;-1;-1;
479;-1;-1;-1;
480;-1;-1;-1;
481;-1;-1;-1;
482;-1;-1;-1;
483;-1;-1;-1;
484;-1;-1;-1;
485;-1;-1;-1;
486;-1;-1;-1;
487;-1;-1;-1;
488;-0.078823;-0.194951;0.977641;
489;-0.097986;-0.236967;0.966564;
490;-0.117385;-0.228868;0.966354;
491;-0.089301;-0.235817;0.967686;
492;0.007980;-0.211169;0.977417;
493;0.007980;-0.211169;0.977417;
494;0.007980;-0.211169;0.977417;
495;0.030715;-0.210994;0.977005;
496;0.052690;-0.201707;0.978028;
497;0.072076;-0.202880;0.976547;
498;0.088505;-0.195750;0.976652;
499;0.101154;-0.197524;0.975065;
500;0.113895;-0.189117;0.975327;
501;0.126308;-0.191577;0.973316;
502;0.134549;-0.185738;0.973344;
503;0.143496;-0.187674;0.971693;
504;0.151986;-0.181869;0.971506;
505;0.161364;-0.185644;0.969277;
506;0.172235;-0.180162;0.968441;
507;0.178997;-0.180623;0.967127;
508;0.188402;-0.174312;0.966499;
509;0.197690;-0.175947;0.964345;
510;0.202765;-0.171844;0.964031;
511;0.168232;-0.198374;0.965581;
512;0.122135;-0.222883;0.967164;
513;0.131737;-0.231382;0.963902;
514;0.137218;-0.222202;0.965297;
515;0.142672;-0.222191;0.964508;
516;0.145875;-0.215742;0.965493;
517;0.150646;-0.218855;0.964058;
518;0.155356;-0.212153;0.964809;
519;0.162592;-0.213466;0.963325;
520;0.166072;-0.207634;0.964006;
521;0.169602;-0.205654;0.963816;
522;0.173674;-0.195332;0.965237;
523;0.193272;-0.187809;0.963002;
524;0.199073;-0.177113;0.963847;
525;0.199688;-0.175447;0.964024;
526;0.198445;-0.169166;0.965403;
527;0.195773;-0.170893;0.965644;
528;0.191249;-0.167077;0.967217;
529;0.186755;-0.171740;0.967278;
530;0.182000;-0.170033;0.968486;
531;0.178466;-0.174217;0.968400;
532;0.173629;-0.173046;0.969489;
533;0.169573;-0.179532;0.969027;
534;0.168571;-0.177790;0.969523;
535;0.168496;-0.184739;0.968236;
536;0.168024;-0.186838;0.967915;
537;0.165532;-0.197479;0.966230;
538;0.163610;-0.199510;0.966141;
539;0.162910;-0.207845;0.964500;
540;0.159688;-0.205289;0.965586;
541;0.152592;-0.214403;0.964752;
542;0.127389;-0.216681;0.967895;
543;-1;-1;-1;
544;-1;-1;-1;
545;-1;-1;-1;
546;0.128932;-0.220844;0.966749;
547;0.148278;-0.217809;0.964662;
548;0.144504;-0.196406;0.969816;
549;0.144419;-0.196654;0.969779;
550;0.144327;-0.196921;0.969738;
551;0.144257;-0.197104;0.969711;
552;0.144205;-0.197301;0.969679;
553;0.143971;-0.198290;0.969512;
554;0.143124;-0.191877;0.970927;
555;0.140969;-0.193587;0.970903;
556;0.141542;-0.187333;0.972045;
557;0.139220;-0.188756;0.972105;
558;0.138087;-0.182586;0.973445;
559;0.135659;-0.182785;0.973749;
560;0.133430;-0.179698;0.974631;
561;0.137660;-0.179076;0.974157;
562;0.138318;-0.176162;0.974595;
563;0.136355;-0.179628;0.974239;
564;0.134297;-0.179086;0.974624;
565;0.132490;-0.187112;0.973363;
566;0.130925;-0.186238;0.973742;
567;0.129403;-0.191801;0.972866;
568;0.128327;-0.190077;0.973346;
569;0.125162;-0.180371;0.975603;
570;0.125337;-0.181398;0.975390;
571;0.125526;-0.182238;0.975209;
572;0.125732;-0.183148;0.975012;
573;0.125726;-0.183994;0.974853;
574;0.126189;-0.174982;0.976451;
575;0.127686;-0.174979;0.976258;
576;0.128751;-0.168549;0.977248;
577;0.130041;-0.168609;0.977067;
578;0.132098;-0.163805;0.977608;
579;0.132045;-0.165127;0.977393;
580;0.133235;-0.159815;0.978114;
581;0.133908;-0.162686;0.977549;
582;0.131379;-0.160711;0.978218;
583;0.133367;-0.162275;0.977691;
584;0.134472;-0.159670;0.977969;
585;0.137483;-0.162656;0.977058;
586;0.138988;-0.159111;0.977428;
587;0.143412;-0.162900;0.976164;
588;0.146228;-0.160233;0.976188;
589;0.150251;-0.163807;0.974983;
590;0.153306;-0.161125;0.974954;
591;0.156916;-0.164351;0.973841;
592;0.159391;-0.161739;0.973876;
593;0.163131;-0.166586;0.972439;
594;0.164581;-0.164158;0.972608;
595;0.166754;-0.171195;0.971023;
596;0.167345;-0.169206;0.971270;
597;0.168271;-0.175128;0.970059;
598;0.167937;-0.174070;0.970308;
599;0.168683;-0.180018;0.969092;
600;0.169441;-0.177832;0.969363;
601;0.167718;-0.182344;0.968825;
602;0.167075;-0.181050;0.969178;
603;0.166034;-0.184836;0.968642;
604;0.166574;-0.182620;0.968970;
605;0.165995;-0.185716;0.968481;
606;0.165867;-0.183182;0.968985;
607;0.164478;-0.187133;0.968467;
608;0.166342;-0.183125;0.968915;
609;0.165841;-0.185619;0.968526;
610;0.165918;-0.181536;0.969286;
611;0.166098;-0.184015;0.968788;
612;0.166767;-0.180498;0.969334;
613;0.166792;-0.183729;0.968723;
614;0.168065;-0.179881;0.969225;
615;0.167937;-0.182901;0.968682;
616;0.167191;-0.179531;0.969441;
617;0.167319;-0.183045;0.968762;
618;0.166139;-0.179813;0.969570;
619;0.165007;-0.183211;0.969127;
620;0.164176;-0.179408;0.969979;
621;0.162856;-0.183257;0.969482;
622;0.162305;-0.179181;0.970336;
623;0.161072;-0.181486;0.970113;
624;0.160093;-0.178181;0.970887;
625;0.158800;-0.180071;0.970751;
626;0.158625;-0.175887;0.971546;
627;0.158153;-0.178380;0.971168;
628;0.158315;-0.174353;0.971873;
629;0.158645;-0.177777;0.971199;
630;0.158993;-0.174580;0.971722;
631;0.159032;-0.177832;0.971125;
632;0.160175;-0.174446;0.971551;
633;0.159980;-0.177548;0.971022;
634;0.161299;-0.173518;0.971532;
635;0.161296;-0.177189;0.970869;
636;0.164740;-0.175605;0.970579;
637;0.165244;-0.178042;0.970049;
638;0.165017;-0.175051;0.970632;
639;0.165215;-0.177890;0.970082;
640;0.164870;-0.173880;0.970867;
641;0.164472;-0.175966;0.970559;
642;0.164322;-0.171142;0.971447;
643;0.163798;-0.173689;0.971083;
644;0.163253;-0.167906;0.972191;
645;0.163180;-0.169426;0.971940;
646;0.163482;-0.162635;0.973048;
647;0.163106;-0.162602;0.973117;
648;0.162966;-0.155011;0.974379;
649;0.162679;-0.154459;0.974514;
650;0.163564;-0.148819;0.975243;
651;0.163099;-0.150971;0.974991;
652;0.164251;-0.146453;0.975486;
653;0.164333;-0.149413;0.975023;
654;0.163843;-0.146816;0.975500;
655;0.162817;-0.149282;0.975298;
656;0.163312;-0.146708;0.975605;
657;0.161659;-0.151037;0.975220;
658;0.161690;-0.149019;0.975525;
659;0.160055;-0.153660;0.975075;
660;0.158414;-0.151699;0.975650;
661;0.157870;-0.157135;0.974877;
662;0.156619;-0.155203;0.975388;
663;0.155925;-0.159367;0.974828;
664;0.154397;-0.160412;0.974900;
665;-1;-1;-1;
666;-1;-1;-1;
667;-1;-1;-1;
668;-1;-1;-1;
669;-1;-1;-1;
670;0.127301;-0.181329;0.975148;
671;0.146940;-0.179385;0.972743;
672;0.148082;-0.170791;0.974116;
673;0.147295;-0.171373;0.974133;
674;0.148839;-0.165263;0.974954;
675;0.149160;-0.166930;0.974621;
676;0.150433;-0.163142;0.975066;
677;0.151589;-0.167119;0.974213;
678;0.152381;-0.163014;0.974785;
679;0.152456;-0.165697;0.974321;
680;0.153374;-0.160073;0.975117;
681;0.151795;-0.159547;0.975450;
682;0.151884;-0.152430;0.976574;
683;0.150566;-0.151924;0.976857;
684;0.151088;-0.145280;0.977786;
685;0.150217;-0.145022;0.977959;
686;0.149520;-0.137245;0.979187;
687;0.148688;-0.135467;0.979561;
688;0.147608;-0.127456;0.980799;
689;0.145972;-0.126047;0.981226;
690;0.145003;-0.118851;0.982267;
691;0.143721;-0.118015;0.982556;
692;0.147410;-0.113086;0.982589;
693;0.151721;-0.113387;0.981898;
694;0.150987;-0.106071;0.982828;
695;0.149062;-0.107300;0.982989;
696;0.150257;-0.104166;0.983144;
697;0.150141;-0.108057;0.982742;
698;0.151793;-0.103856;0.982941;
699;0.152093;-0.107464;0.982507;
700;0.153476;-0.104710;0.982589;
701;0.154340;-0.108403;0.982053;
702;0.155846;-0.105601;0.982120;
703;0.156568;-0.108585;0.981680;
704;0.156575;-0.107656;0.981781;
705;0.156363;-0.114474;0.981043;
706;0.153007;-0.117773;0.981182;
707;0.146653;-0.142414;0.978883;
708;-1;-1;-1;
709;-1;-1;-1;
710;-1;-1;-1;
711;0.162271;-0.122417;0.979123;
712;0.169370;-0.149010;0.974223;
713;0.172934;-0.150603;0.973351;
714;0.172964;-0.143901;0.974359;
715;0.174777;-0.147652;0.973474;
716;0.175460;-0.142552;0.974111;
717;0.178103;-0.141659;0.973762;
718;0.178100;-0.141694;0.973757;
719;0.178200;-0.145742;0.973141;
720;0.178173;-0.142985;0.973555;
721;0.179351;-0.149458;0.972366;
722;0.180330;-0.148668;0.972306;
723;0.181414;-0.155450;0.971043;
724;0.183461;-0.156487;0.970492;
725;0.185267;-0.164822;0.968767;
726;0.187601;-0.166819;0.967976;
727;0.189037;-0.174227;0.966390;
728;0.191445;-0.172997;0.966137;
729;0.191673;-0.179857;0.964838;
730;0.191794;-0.178848;0.965002;
731;0.192384;-0.184303;0.963857;
732;0.193626;-0.181994;0.964047;
733;0.193040;-0.187723;0.963066;
734;0.193771;-0.183309;0.963769;
735;0.193074;-0.187206;0.963160;
736;0.193991;-0.181215;0.964121;
737;0.192166;-0.184785;0.963809;
738;0.193259;-0.180341;0.964431;
739;0.191226;-0.184339;0.964081;
740;0.191130;-0.181819;0.964578;
741;0.191240;-0.186079;0.963744;
742;0.191233;-0.183795;0.964183;
743;0.190400;-0.188304;0.963478;
744;0.191392;-0.183954;0.964121;
745;0.191457;-0.184327;0.964037;
746;0.191521;-0.184688;0.963955;
747;0.192223;-0.188118;0.963152;
748;0.192165;-0.184565;0.963851;
749;0.192398;-0.187413;0.963254;
750;0.192583;-0.182210;0.964215;
751;0.192726;-0.185188;0.963619;
752;0.192636;-0.181321;0.964372;
753;0.192522;-0.184394;0.963812;
754;0.191879;-0.180393;0.964697;
755;0.191750;-0.184124;0.964018;
756;0.191975;-0.181510;0.964469;
757;0.189822;-0.185053;0.964221;
758;0.191042;-0.182476;0.964472;
759;0.189673;-0.186023;0.964064;
760;0.189608;-0.184925;0.964288;
761;0.188592;-0.190325;0.963436;
762;0.189480;-0.188843;0.963554;
