FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
118;132.259;276.5;86.6025;112.628;135.684;
119;132.259;276.5;86.6025;112.628;135.684;
120;132.259;276.5;86.6025;112.628;135.684;
121;132.704;276.649;85.9618;112.755;136.182;
122;132.469;276.422;86.8071;112.68;135.491;
123;131.862;276.444;85.9579;112.56;135.328;
124;132.254;276.376;86.6016;112.9;135.795;
125;131.888;276.302;85.8088;113.172;135.381;
126;131.315;276.23;86.4443;112.544;135.85;
127;131.846;276.151;85.8983;113.016;136.444;
128;131.446;276.15;86.3321;112.382;135.791;
129;131.17;276.028;85.7469;113.273;136.043;
130;131.152;275.729;85.5933;113.938;135.8;
131;132.951;277.603;84.9097;111.534;136.168;
132;137.286;286.071;84.1508;106.253;136.093;
133;141.733;296.844;81.7257;98.0779;134.445;
134;144.601;305.737;81.7889;90.9064;130.438;
135;152.656;311.844;82.2758;88.3176;130.068;
136;153.803;311.565;82.2211;90.7015;130.69;
137;154.437;311.588;81.4593;91.4335;132.627;
138;154.127;311.268;81.7461;92.6664;134.351;
139;154.527;310.7;81.1305;92.8625;134.47;
140;153.216;309.031;80.8275;95.2712;134.812;
141;153.216;309.031;80.8275;95.2712;134.812;
142;153.216;309.031;80.8275;95.2712;134.812;
143;153.446;311.047;80.4165;94.3122;135.247;
144;156.044;312.389;81.3518;93.1367;135.501;
145;155.754;311.39;80.6619;95.0993;135.319;
146;154.875;310.897;81.2562;95.6291;135.419;
147;154.818;310.121;80.6913;97.0786;135.598;
148;154.831;309.579;81.4661;97.8485;135.659;
149;154.502;308.659;81.0821;98.7798;135.757;
150;154.161;308.015;82.0611;99.9091;136.341;
151;153.18;307.554;81.7968;100.947;135.933;
152;153.097;306.633;82.7084;102.538;135.906;
153;153.407;305.97;82.4669;103.375;136.405;
154;153.707;304.931;83.5676;104.603;137.432;
155;154.335;303.978;83.5799;105.659;137.884;
156;154.894;303.186;84.3531;107.351;137.903;
157;154.723;302.497;83.8775;108.734;138.1;
158;154.084;302.332;84.3362;108.205;137.887;
159;149.894;302.008;87.6133;102.963;131.204;
160;149.894;302.008;87.6133;102.963;131.204;
161;149.894;302.008;87.6133;102.963;131.204;
162;149.894;302.008;87.6133;102.963;131.204;
163;145.531;299.614;89.7761;103.592;125.986;
164;144.11;297.339;98.6513;89.7037;120.367;
165;-1;-1;-1;-1;-1;
166;-1;-1;-1;-1;-1;
167;142.632;292.379;95.7933;98.4579;122.977;
168;145.189;292.897;92.8506;110.37;125.977;
169;151.477;292.535;90.7327;111.523;130.369;
170;156.845;291.772;90.6112;112.392;135.172;
171;154.026;291.065;91.0658;111.663;136.121;
172;151.205;290.668;92.2031;113.467;136.145;
173;150.093;290.586;91.9749;113.119;136.55;
174;151.089;290.596;92.934;113.523;137.129;
175;148.788;290.383;91.7349;115.175;137.247;
176;148.641;289.732;92.1268;115.374;137.115;
177;149.195;289.233;91.8639;115.653;136.356;
178;139.928;285.069;100.983;106.858;125.777;
179;139.928;285.069;100.983;106.858;125.777;
180;139.928;285.069;100.983;106.858;125.777;
181;-1;-1;-1;-1;-1;
182;-1;-1;-1;-1;-1;
183;120.994;250.296;118.827;101.248;113.077;
184;117.605;258.764;107.368;103.95;125.617;
185;121.671;260.005;99.0454;120.05;131.079;
186;133.769;262.219;96.5059;124.731;132.765;
187;146.113;261.805;94.601;126.77;134.629;
188;142.292;261.042;95.767;130.151;137.485;
189;139.609;261.16;94.8882;131.789;138.985;
190;130.152;261.796;95.1072;130.825;139.039;
191;129.212;261.603;94.6913;130.083;139.122;
192;131.284;261.106;95.5297;126.836;135.968;
193;118.844;260.203;95.7202;123.189;135.575;
194;-1;-1;-1;-1;-1;
195;-1;-1;-1;-1;-1;
196;-1;-1;-1;-1;-1;
197;138.453;280.631;100.165;106.275;123.646;
198;149.786;282.151;94.8989;116.108;128.487;
199;158.304;280.518;93.1484;117.863;134.579;
200;153.207;279.478;93.8185;119.667;136.416;
201;147.776;279.301;93.2585;119.627;135.915;
202;145.967;279.291;94.3179;120.928;136.653;
203;147.607;279.199;93.7408;121.835;138.048;
204;150.111;279.363;94.4017;123.325;139.292;
205;152.074;279.101;93.9457;124.349;140.762;
206;152.934;279.177;94.7517;124.634;141.202;
207;153.505;278.823;94.5062;125.435;141.27;
208;154.733;278.787;95.2391;126.193;141.158;
209;154.615;278.362;94.8349;126.032;141.777;
210;154.26;278.034;95.2777;126.294;141.945;
211;155.979;277.684;94.701;126.865;141.75;
212;155.56;277.328;95.5977;127.066;141.588;
213;155.064;277.156;95.4491;127.237;141.362;
214;155.301;277.257;96.3903;126.962;141.802;
215;153.752;276.757;95.6672;127.115;141.188;
216;147.256;275.793;96.9154;125.752;137.481;
217;158.26;275.101;95.3198;126.035;137.133;
218;135.792;272.696;98.9569;119.758;130.848;
219;-1;-1;-1;-1;-1;
220;-1;-1;-1;-1;-1;
221;-1;-1;-1;-1;-1;
222;-1;-1;-1;-1;-1;
223;-1;-1;-1;-1;-1;
224;139.166;267.631;106.267;106.865;125.507;
225;144.737;269.763;97.8863;121.646;132.409;
226;159.081;271.617;97.3825;124.015;135.236;
227;162.566;271.657;96.9129;124.265;138.221;
228;161.347;271.642;97.8697;125.348;139.936;
229;154.827;271.966;98.0737;126.366;138.007;
230;152.486;272.236;98.9358;127.387;138.581;
231;152.248;272.531;98.5864;127.767;139.556;
232;149.524;272.587;99.1138;127.511;138.981;
233;146.495;272.229;98.2466;126.129;135.967;
234;159.104;271.71;97.2575;124.447;136.108;
235;136.274;268.258;104.822;107.384;123.823;
236;-1;-1;-1;-1;-1;
237;-1;-1;-1;-1;-1;
238;-1;-1;-1;-1;-1;
239;-1;-1;-1;-1;-1;
240;140.249;266.377;106.275;109.052;122.755;
241;148.748;269.441;98.1178;122.89;133.941;
242;160.555;269.747;97.1327;124.75;137.298;
243;148.657;269.891;97.8344;129.118;138.378;
244;148.657;269.891;97.8344;129.118;138.378;
245;153.629;270.094;97.5334;130.248;139.959;
246;155.678;269.746;97.1606;131.275;141.001;
247;157.281;269.557;96.4238;131.433;142.056;
248;155.889;269.506;97.2696;131.752;141.868;
249;154.345;268.969;96.2793;132.035;141.228;
250;152.742;268.634;96.721;131.922;140.801;
251;145.768;268.435;96.1755;129.958;139.689;
252;142.612;267.192;96.5285;127.826;136.231;
253;135.676;266.534;95.8386;123.722;133.905;
254;-1;-1;-1;-1;-1;
255;-1;-1;-1;-1;-1;
256;-1;-1;-1;-1;-1;
257;-1;-1;-1;-1;-1;
258;136.395;265.478;102.571;105.386;122.685;
259;139.282;266.869;90.9615;126.402;138.247;
260;139.282;266.869;90.9615;126.402;138.247;
261;139.282;266.869;90.9615;126.402;138.247;
262;139.282;266.869;90.9615;126.402;138.247;
263;134.592;267.438;90.2941;126.118;139.144;
264;136.399;267.243;90.0066;126.628;140.195;
265;137.53;267.322;89.332;127.814;141.471;
266;137.665;266.929;89.6942;128.698;141.53;
267;138.392;266.508;88.9796;129.261;141.695;
268;138.582;266.088;89.3876;129.257;142.424;
269;136.059;265.873;88.7532;129.275;141.824;
270;137.105;265.386;88.7026;129.452;142.119;
271;137.891;265.519;88.091;129.354;142.369;
272;136.588;265.107;88.9202;129.478;142.199;
273;136.801;264.866;88.3042;129.963;141.552;
274;135.149;264.241;88.6477;129.914;141.757;
275;136.802;263.842;87.8085;130.383;141.676;
276;134.377;263.316;88.0097;130.005;141.955;
277;133.177;262.954;86.9544;130.439;141.702;
278;125.104;260.958;86.2202;127.627;140.503;
279;125.104;260.958;86.2202;127.627;140.503;
280;125.104;260.958;86.2202;127.627;140.503;
281;122.036;259.37;84.4284;124.804;137.358;
282;114.95;259.251;83.7396;122.317;135.921;
283;-1;-1;-1;-1;-1;
284;-1;-1;-1;-1;-1;
285;-1;-1;-1;-1;-1;
286;117.559;251.59;99.1777;98.6463;116.703;
287;112.862;255.393;82.8581;118.857;136.107;
288;118.92;256.03;81.1444;123.652;135.966;
289;116.235;255.158;82.3621;121.933;138.15;
290;117.631;255.426;82.4499;122.199;140.509;
291;119.007;255.499;80.8339;124.739;141.789;
292;121.767;255.566;81.0956;125.586;142.295;
293;122.434;255.991;79.953;126.673;142.507;
294;123.738;256.57;79.9871;126.879;143.194;
295;123.807;256.627;79.0564;127.259;143.222;
296;124.539;256.83;79.7202;127.191;142.923;
297;124.599;256.769;78.6534;127.48;143.084;
298;125.311;256.934;79.1908;127.374;143.472;
299;125.937;256.985;78.3662;127.265;143.958;
300;126.306;257.285;79.23;127.524;143.967;
301;126.602;257.416;78.6387;127.52;144.128;
302;126.886;257.738;79.2843;127.028;143.806;
303;127.029;258.026;78.385;127.43;143.94;
304;127.223;258.692;79.0914;126.523;143.884;
305;127.014;259.033;78.5651;126.8;143.788;
306;127.37;259.724;79.2591;126.471;143.153;
307;128.548;260.299;78.4281;126.148;143.252;
308;129.526;260.864;79.1073;125.624;143.257;
309;129.335;261.317;78.5578;124.783;142.808;
310;130.222;261.993;79.0858;124.509;142.487;
311;131.254;262.577;78.5328;124.053;142.135;
312;133.222;263.119;79.1963;124.361;142.255;
313;133.222;263.119;79.1963;124.361;142.255;
314;133.222;263.119;79.1963;124.361;142.255;
315;131.309;262.733;78.4748;124.245;141.969;
316;131.144;262.56;78.6268;124.282;141.954;
317;130.163;261.996;78.1981;124.13;142.285;
318;130.189;261.986;78.6421;124.271;141.777;
319;129.668;261.74;78.083;124.135;141.958;
320;130.066;261.968;78.399;123.762;141.917;
321;129.144;261.835;77.3848;123.807;141.645;
322;128.485;261.777;77.7991;123.184;142.227;
323;128.443;261.731;76.9089;123.344;141.661;
324;128.611;262.13;76.8428;123.007;142.182;
325;128.91;262.081;76.0996;122.698;142.04;
326;128.871;262.394;76.6795;122.704;141.638;
327;129.891;262.448;76.3873;123.841;141.569;
328;130.335;261.631;78.3788;122.981;141.723;
329;130.335;261.631;78.3788;122.981;141.723;
330;130.335;261.631;78.3788;122.981;141.723;
331;130.13;261.281;78.0242;123.113;141.939;
332;129.517;260.706;78.936;123.275;142.208;
333;128.237;260.156;78.2294;123.737;142.101;
334;126.769;259.603;78.6203;122.937;142.124;
335;123.639;258.723;77.8614;121.4;141.301;
336;117.433;257.408;78.7076;118.872;138.153;
337;114.179;258.179;77.3787;119.299;135.37;
338;114.496;254.761;84.034;104.478;125.79;
339;126.852;237.941;108.09;106.558;110.883;
340;-1;-1;-1;-1;-1;
341;114.739;251.739;96.1936;95.2264;115.197;
342;112.577;256.652;83.7867;114.274;131.041;
343;118.22;258.095;79.6975;121.224;134.991;
344;118.178;256.843;81.5377;121.567;136.86;
345;118.891;256.926;82.3225;120.658;137.869;
346;119.091;257.144;83.2258;121.445;138.93;
347;121.082;257.427;82.9434;122.797;140.292;
348;123.257;257.564;84.2991;123.588;140.655;
349;124.461;257.562;84.0837;124.243;140.915;
350;124.455;257.653;85.0743;124.839;140.944;
351;125.385;257.852;84.86;125.791;141.477;
352;125.18;257.958;85.8063;125.714;141.408;
353;126.04;257.975;85.0211;126.287;141.608;
354;125.493;257.152;85.0777;125.397;141.441;
355;127.103;257.151;83.9295;125.339;142.218;
356;127.018;257.781;84.3383;125.743;141.902;
357;129.183;257.839;83.113;125.436;142.555;
358;128.411;258.185;83.1928;125.411;142.461;
359;128.861;258.841;82.0983;125.708;142.395;
360;128.969;259.215;82.1571;125.117;142.223;
361;129.786;259.519;80.7658;125.087;142.956;
362;130.417;259.987;80.8807;124.781;142.656;
363;129.372;260.23;79.7151;124.616;142.274;
364;130.494;260.781;80.3098;124.255;142.167;
365;129.589;261.02;79.5272;124.111;142.173;
366;131.181;261.583;79.7872;123.128;141.949;
367;132.382;262.332;79.3538;122.978;141.633;
368;131.723;262.131;80.0789;123.49;142.002;
369;131.719;261.66;80.0226;123.338;141.815;
370;132.131;261.445;80.7502;124.292;142.015;
371;130.891;260.941;80.2813;124.157;142.139;
372;131.262;260.847;81.0922;124.882;142.117;
373;131.003;260.159;80.2538;124.731;142.08;
374;130.618;259.857;81.0681;124.891;141.851;
375;129.053;259.382;79.9659;125.054;142.743;
376;128.778;258.32;80.5051;124.716;142.746;
377;128.778;258.32;80.5051;124.716;142.746;
378;128.778;258.32;80.5051;124.716;142.746;
379;128.778;258.32;80.5051;124.716;142.746;
380;128.778;258.32;80.5051;124.716;142.746;
381;128.075;258.27;79.8251;125.119;142.794;
382;128.15;258.285;80.5112;124.8;142.884;
383;127.483;258.286;79.7497;124.882;142.639;
384;125.609;258.066;79.9046;124.151;141.935;
385;120.877;257.081;79.9293;121.143;139.757;
386;116.636;257.012;79.4008;120.418;136.832;
387;112.386;257.926;78.9081;116.188;133.442;
388;118.604;252.348;91.7718;98.6905;117.594;
389;102.117;234.733;108.877;105.944;110.399;
390;121.648;251.169;96.8235;93.3306;110.863;
391;111.434;255.811;81.9302;104.938;124.378;
392;115.216;258.763;76.2;115.732;134.236;
393;118.024;258.849;73.5925;119.154;135.36;
394;116.309;258.512;75.9157;116.119;136.956;
395;117.562;258.711;74.8856;116.74;139.21;
396;120.202;258.956;75.7546;116.961;140.367;
397;121.377;259.406;74.8577;119.399;140.443;
398;124.123;259.927;75.3564;119.692;141.137;
399;125.183;260.255;74.7873;120.87;141.304;
400;126.493;260.677;75.5426;121.042;141.344;
401;128.669;261.144;75.3036;121.894;141.657;
402;128.876;261.517;76.4927;121.151;141.738;
403;130.62;262.105;76.5798;121.903;141.57;
404;132.37;263.18;77.8695;122.175;141.412;
405;132.948;263.658;78.0279;122.915;141.188;
406;134.379;264.525;79.5373;123.014;141.813;
407;135.215;265.022;79.6324;123.248;142.027;
408;135.731;265.756;81.2088;123.064;142.325;
409;135.92;266.091;81.5172;123.344;142.142;
410;135.977;266.409;82.8194;123.169;141.473;
411;137.175;266.975;82.9903;123.523;141.355;
412;137.541;267.295;84.4782;122.939;141.459;
413;144.835;272.296;86.6545;122.885;143.052;
414;146.473;277.386;90.744;121.007;140.442;
415;145.951;276.708;90.7627;122.313;139.723;
416;147.013;276.281;91.4047;123.144;139.837;
417;147.329;275.506;90.5162;122.96;139.722;
418;147.576;274.965;90.7971;123.804;139.829;
419;146.609;274.509;89.3207;123.996;140.41;
420;145.936;274.635;89.4538;123.802;139.863;
421;146.2;274.42;88.3292;123.975;140.079;
422;145.74;273.947;88.2733;123.766;140.105;
423;144.561;273.836;86.6531;123.755;139.815;
424;142.003;274.185;86.1697;123.588;140.762;
425;145.963;281.642;88.0552;117.398;143.92;
426;152.389;294.98;93.9592;110.072;138.818;
427;161.369;306.112;96.928;102.852;135.866;
428;169.669;313.875;102.75;98.664;131.681;
429;174.07;320.012;106.929;90.2881;127.347;
430;175.162;323.904;112.73;87.5796;121.428;
431;179.73;326.977;117.011;83.1523;121.245;
432;3.08992;328.968;121.842;79.9184;120.419;
433;3.81688;330.99;124.701;77.4096;122.682;
434;8.02535;334.236;128.281;75.4015;122.621;
435;9.03648;336.526;130.288;72.9035;121.054;
436;8.98818;339.358;133.699;71.0008;117.569;
437;14.3618;340.867;143.377;64.3601;123.023;
438;14.3618;340.867;143.377;64.3601;123.023;
439;14.3618;340.867;143.377;64.3601;123.023;
440;14.3618;340.867;143.377;64.3601;123.023;
441;14.8627;340.691;143.915;63.6716;121.994;
442;15.6243;340.18;146.31;63.0476;120.044;
443;15.3365;340.152;147.467;62.2894;118.65;
444;16.7939;339.13;149.383;61.8225;117.935;
445;17.1497;339.248;149.366;61.8036;118.006;
446;17.9818;339.462;150.062;61.7753;117.9;
447;18.1719;338.707;148.26;63.6769;120.195;
448;18.3254;337.498;145.358;63.7547;125.348;
449;16.8822;337.681;142.452;66.0368;127.842;
450;16.8909;336.768;141.91;66.3401;128.916;
451;17.1581;340.012;146.954;65.7964;127.23;
452;19.9659;339.635;153.052;62.9483;120.035;
453;20.2147;339.755;153.829;63.415;114.426;
454;19.5676;340.62;154.22;63.019;111.664;
455;18.8649;340.269;152.283;61.685;112.832;
456;19.0423;340.337;151.88;61.8876;114.242;
457;18.2648;341.23;150.313;62.9418;114.715;
458;17.2098;341.646;150.405;63.0101;114.589;
459;17.0997;341.973;149.26;63.0474;114.578;
460;16.68;341.664;150.189;62.5734;114.229;
461;16.3016;341.811;149.989;62.3368;114.098;
462;16.7591;341.945;150.203;61.9742;114.422;
463;17.1492;342.213;150.032;61.9262;115.672;
464;16.1623;342.24;151.71;62.2084;117.044;
465;17.9777;342.793;153.288;60.5366;113.666;
466;17.457;343.594;154.09;60.5894;113.049;
467;16.3186;343.169;153.298;62.0731;111.667;
468;17.9601;341.906;154.326;61.3656;111.298;
469;18.4246;342.085;154.528;61.4939;111.646;
470;18.9196;340.958;155.562;62.3506;112.045;
471;18.4097;337.517;153.886;65.3295;109.763;
472;24.4312;332.168;150.233;69.5836;111.823;
473;166.912;298.795;131.487;100.225;113.834;
474;166.912;298.795;131.487;100.225;113.834;
475;166.912;298.795;131.487;100.225;113.834;
476;166.912;298.795;131.487;100.225;113.834;
477;164.916;293.893;124.759;101.237;117.337;
478;-1;-1;-1;-1;-1;
479;-1;-1;-1;-1;-1;
480;-1;-1;-1;-1;-1;
481;-1;-1;-1;-1;-1;
482;-1;-1;-1;-1;-1;
483;-1;-1;-1;-1;-1;
484;-1;-1;-1;-1;-1;
485;-1;-1;-1;-1;-1;
486;-1;-1;-1;-1;-1;
487;100.177;229.738;89.1701;91.1019;111.085;
488;97.0764;226.036;79.8566;104.804;125.679;
489;87.4029;221.388;76.5543;107.706;129.991;
490;84.547;217.78;77.5814;105.766;131.347;
491;86.2721;221.738;75.9307;113.82;134.736;
492;99.0686;235.812;78.0295;121.425;138.112;
493;99.0686;235.812;78.0295;121.425;138.112;
494;99.0686;235.812;78.0295;121.425;138.112;
495;102.443;238.737;77.5302;121.989;139.271;
496;105.641;241.867;78.1389;122.947;139.607;
497;109.104;244.898;77.6649;123.928;140.134;
498;112.843;247.232;78.2968;123.979;140.124;
499;115.636;249.321;77.6711;124.384;139.915;
500;117.804;251.326;78.6219;125.146;140.146;
501;117.902;252.723;78.5009;125.545;140.128;
502;119.89;254.097;79.4649;125.56;140.238;
503;122.647;255.582;79.1001;125.762;140.801;
504;125.023;257.055;80.0356;125.813;141.612;
505;125.426;258.405;79.6806;125.398;141.357;
506;127.101;260.167;80.8297;125.007;140.718;
507;128.841;261.138;80.3714;124.343;140.532;
508;131.417;262.821;81.3883;123.511;140.602;
509;131.699;264.108;80.9908;123.05;140.625;
510;131.991;264.711;81.6583;122.842;140.14;
511;118.593;258.48;78.1893;123.037;137.94;
512;113.126;252.187;74.4157;121.373;139.21;
513;117.146;253.651;73.1488;121.986;140.472;
514;119.974;254.669;74.1566;123.5;140.396;
515;120.878;255.51;73.7219;124.806;140.657;
516;123.059;256.214;74.9158;125.2;140.75;
517;124.011;256.783;74.8249;125.249;140.72;
518;124.856;257.252;76.3776;125.81;140.928;
519;125.648;258.072;76.5972;125.917;141.361;
520;125.61;258.438;77.9873;125.353;141.105;
521;127.143;258.912;78.7448;125.589;141.021;
522;128.252;259.363;80.5955;126.235;141.711;
523;132.765;262.557;81.9064;125.46;141.142;
524;133.011;263.234;83.8977;126.003;140.704;
525;132.945;263.334;84.3522;126.828;140.563;
526;132.966;262.996;85.6903;127.759;140.662;
527;131.81;262.588;85.7793;127.668;140.711;
528;131.833;261.747;86.7101;128.516;140.921;
529;130.038;261.295;86.3572;128.706;140.811;
530;129.782;260.268;87.0147;128.657;140.639;
531;130.577;259.308;86.4948;128.591;141.18;
532;129.271;258.519;86.9815;128.492;141.347;
533;128.881;258.061;85.5744;128.443;141.75;
534;128.795;257.754;86.2847;128.256;141.774;
535;127.675;257.787;85.2969;128.116;141.833;
536;127.441;257.522;85.1742;127.728;141.776;
537;127.075;257.247;83.9593;127.504;141.949;
538;125.15;256.94;83.9145;127.26;141.571;
539;123.64;256.635;83.1808;125.147;139.778;
540;120.913;255.56;85.1561;122.808;137.279;
541;123.253;255.581;82.4392;123.988;135.216;
542;112.468;253.742;88.2903;113.021;128.279;
543;-1;-1;-1;-1;-1;
544;-1;-1;-1;-1;-1;
545;119.555;249.589;100.398;98.1311;116.099;
546;115.688;253.621;86.8624;118.166;132.175;
547;118.815;255.201;83.5984;123.496;136.314;
548;120.861;254.053;85.2466;127.11;140.748;
549;120.861;254.053;85.2466;127.11;140.748;
550;120.861;254.053;85.2466;127.11;140.748;
551;120.861;254.053;85.2466;127.11;140.748;
552;120.861;254.053;85.2466;127.11;140.748;
553;122.158;253.989;84.8167;128.274;141.163;
554;122.579;253.914;85.642;128.591;141.001;
555;122.904;253.683;85.325;128.979;141.052;
556;121.98;253.425;86.023;129.298;141.351;
557;122.308;253.179;85.8951;129.546;141.199;
558;123.099;252.916;86.8141;130.139;141.616;
559;121.271;252.707;86.4148;130.692;141.176;
560;120.391;252.274;87.285;130.686;141.44;
561;123.455;252.686;87.3572;130.843;141.644;
562;123.48;252.743;88.1951;131.094;141.51;
563;121.041;252.54;87.439;131.207;141.441;
564;120.924;252.243;87.6844;131.128;141.657;
565;120.685;251.995;86.6319;130.989;141.428;
566;120.182;251.802;87.1351;131.01;141.772;
567;120.569;251.721;86.2565;131.269;141.614;
568;120.725;251.483;86.7562;131.463;141.543;
569;121.519;250.782;88.1489;132.282;141.832;
570;121.519;250.782;88.1489;132.282;141.832;
571;121.519;250.782;88.1489;132.282;141.832;
572;121.519;250.782;88.1489;132.282;141.832;
573;122.004;250.86;88.1844;132.548;141.938;
574;124.422;250.815;89.5941;132.914;141.78;
575;124.107;251.104;89.6391;132.996;141.959;
576;125.005;251.211;90.6002;133.209;141.934;
577;125.31;251.389;90.6126;133.133;141.715;
578;127.019;251.706;91.4147;133.273;141.833;
579;126.495;251.841;91.2456;133.322;141.608;
580;126.19;252.073;92.2748;133.768;141.161;
581;126.964;252.162;91.6949;133.218;141.169;
582;125.523;251.6;92.4125;133.333;140.975;
583;125.389;251.942;91.7623;133.229;141.443;
584;127.822;252.109;92.4135;133.085;141.146;
585;126.994;252.606;91.6406;132.943;140.963;
586;127.873;252.937;92.0878;132.981;141.292;
587;126.633;253.394;91.5145;132.856;141.037;
588;126.587;253.99;92.2057;132.324;140.756;
